name,number,area,price,mean_prc,lon,lat,location
海淀 - 京泉馨苑,1,10.0,650.0,65.0,116.244543,39.965808,海淀
海淀 - 人民大学静园,1,70.0,4200.0,60.0,116.31468799999999,39.973465999999995,海淀
海淀 - 倒座庙,1,65.0,4400.0,67.0,116.30561100000001,39.974115999999995,海淀
海淀 - 六里屯小区,2,68.0,4550.0,66.5,116.25048500000001,40.06537,海淀
海淀 - 兰德华庭,1,70.0,4500.0,64.0,116.25039699999999,39.928271,海淀
海淀 - 农大绿苑,1,76.0,4600.0,60.0,116.29024,40.029461,海淀
海淀 - 前屯路58号院,1,70.0,4600.0,65.0,116.350043,40.038236,海淀
海淀 - 北京舞蹈学院小区,1,70.0,4800.0,68.0,116.31946299999998,39.948242,海淀
海淀 - 北辰香麓,1,75.0,3900.0,52.0,116.178642,40.047726000000004,海淀
海淀 - 半壁店90号院,1,70.0,4500.0,64.0,116.268774,39.929486,海淀
海淀 - 双榆树西里,1,65.0,4500.0,69.0,116.324688,39.968628,海淀
海淀 - 吴家场小区,1,75.0,5000.0,66.0,116.30187600000001,39.890737,海淀
海淀 - 唐家岭,1,18.0,1000.0,55.0,116.272451,40.069269,海淀
海淀 - 唐家岭新城,1,70.0,4500.0,64.0,116.277667,40.068585999999996,海淀
海淀 - 大牛坊回迁房,2,46.5,2700.0,56.5,116.235221,40.085497,海淀
海淀 - 天香颐北里,1,15.0,1000.0,66.0,116.248796,39.96781,海淀
海淀 - 安宁庄东路2号院,1,20.0,1300.0,65.0,116.32597,40.05021,海淀
海淀 - 安宁里小区,1,70.0,4200.0,60.0,116.33075900000001,40.046214,海淀
海淀 - 安河家园,4,56.75,3000.0,54.75,116.131216,40.070177,海淀
海淀 - 定慧北里,1,65.0,4200.0,64.0,116.281292,39.926268,海淀
海淀 - 定慧西里,1,75.0,5100.0,68.0,116.282347,39.922638,海淀
海淀 - 宝盛北里,1,75.0,5000.0,66.0,116.36858899999999,40.038507,海淀
海淀 - 小营西路30号院,1,20.0,1350.0,67.0,116.332102,40.034893,海淀
海淀 - 尚峰尚水,4,41.0,2487.5,62.25,116.183775,40.046597999999996,海淀
海淀 - 巨山馨苑,1,65.0,4500.0,69.0,116.226638,39.943296999999994,海淀
海淀 - 常青园北里,1,13.0,900.0,69.0,116.27147,39.96284,海淀
海淀 - 建材城东一里,2,65.0,4400.0,67.5,116.372497,40.062795,海淀
海淀 - 建材城西一里,2,62.5,4250.0,67.5,116.35205500000001,40.062501,海淀
海淀 - 建材城西二里,1,73.0,4500.0,61.0,116.354964,40.063525,海淀
海淀 - 强佑清河新城,2,75.5,5100.0,67.0,116.346528,40.0287,海淀
海淀 - 新康园,1,70.0,4550.0,65.0,116.353007,40.065006,海淀
海淀 - 新梅园,1,79.0,5000.0,63.0,116.27336000000001,40.030122,海淀
海淀 - 智学苑,1,78.0,5000.0,64.0,116.31093700000001,40.05082700000001,海淀
海淀 - 月季园小区,1,36.0,2300.0,63.0,116.373423,39.971234,海淀
海淀 - 椿楸家园,1,66.0,4100.0,62.0,116.25170800000001,39.938033000000004,海淀
海淀 - 橙色年代,4,61.0,4000.0,65.0,116.295905,39.887609999999995,海淀
海淀 - 橡树湾,1,22.0,1200.0,54.0,116.33224799999999,40.032215,海淀
海淀 - 永定路1号院,1,58.0,3300.0,56.0,116.26401000000001,39.925335,海淀
海淀 - 永定路25号院,1,75.0,4600.0,61.0,116.26402900000001,39.918684999999996,海淀
海淀 - 永旺家园,8,70.75,4550.0,64.25,116.25048500000001,40.06537,海淀
海淀 - 永泰东里,3,73.0,4900.0,66.33333333333333,116.35881699999999,40.034901,海淀
海淀 - 永泰园,2,61.0,4000.0,65.5,116.348646,40.03429000000001,海淀
海淀 - 永泰西里,4,66.5,4150.0,62.25,116.35448000000001,40.033356,海淀
海淀 - 永达逸家,1,58.0,4000.0,68.0,116.25460600000001,39.928118,海淀
海淀 - 永金里,1,75.0,5200.0,69.0,116.27121100000001,39.920934,海淀
海淀 - 汇福轩,1,25.0,1600.0,64.0,116.335842,39.950356,海淀
海淀 - 汇锦苑,1,63.0,4000.0,63.0,116.253115,39.912759,海淀
海淀 - 沁春家园,1,30.0,2000.0,66.0,116.33580500000001,40.056908,海淀
海淀 - 海澜中苑,1,78.0,4800.0,61.0,116.24358400000001,39.933219,海淀
海淀 - 清华东路17号院,1,16.0,1000.0,62.0,116.35507700000001,40.010601,海淀
海淀 - 温泉人家,1,60.0,3200.0,53.0,116.191404,40.043516,海淀
海淀 - 温泉凯盛家园,8,59.875,3412.5,56.75,116.17290100000001,40.049017,海淀
海淀 - 温泉镇老年人医院家属楼,2,62.5,3400.0,54.0,116.16028899999999,40.050074,海淀
海淀 - 溪山嘉园,2,42.0,2575.0,63.5,116.23743200000001,39.956125,海淀
海淀 - 燕北园,1,65.0,4500.0,69.0,116.28646699999999,40.00894,海淀
海淀 - 玉泉路11号院,1,55.0,3800.0,69.0,116.256606,39.897677,海淀
海淀 - 玉泉路16号院,1,75.0,4600.0,61.0,116.25648899999999,39.913914,海淀
海淀 - 玉海园,2,68.5,4400.0,64.0,116.256374,39.920451,海淀
海淀 - 田村路40号,1,70.0,4800.0,68.0,116.258778,39.928445,海淀
海淀 - 百旺新城景和园,1,18.0,1200.0,66.0,116.26581999999999,40.049146,海淀
海淀 - 百草园,1,60.0,4000.0,66.0,116.280231,40.035313,海淀
海淀 - 福溪家园,2,60.0,3450.0,57.0,116.192029,40.045382000000004,海淀
海淀 - 红联南村,1,65.0,3900.0,60.0,116.36148899999999,39.949738,海淀
海淀 - 翠微路甲9号院,1,72.0,5000.0,69.0,116.301626,39.910751,海淀
海淀 - 芙蓉里,1,70.0,3800.0,54.0,116.30081799999999,39.989092,海淀
海淀 - 莱圳家园,1,65.0,4500.0,69.0,116.34624199999999,40.045728000000004,海淀
海淀 - 莲宝路7号院,2,61.5,4100.0,66.0,116.30009799999999,39.890451,海淀
海淀 - 莲花小区,1,65.0,4500.0,69.0,116.304574,39.896135,海淀
海淀 - 裕隆新村,1,56.0,3000.0,53.0,116.268928,40.023152,海淀
海淀 - 西二旗居住区二期,1,18.0,1150.0,63.0,116.30629499999999,40.053034000000004,海淀
海淀 - 西山国际城,8,69.125,4325.0,62.375,116.22922600000001,39.927326,海淀
海淀 - 车公庄西路35号院,1,78.0,5000.0,64.0,116.31236100000001,39.935134999999995,海淀
海淀 - 轮胎厂小区,1,75.0,4500.0,60.0,116.23881000000002,39.927262,海淀
海淀 - 金沟河小区,2,70.0,4350.0,62.0,116.269976,39.918046000000004,海淀
海淀 - 金隅瑞和园,3,65.0,4100.0,62.666666666666664,116.23404599999999,39.920715,海淀
海淀 - 铭科苑,1,60.0,4000.0,66.0,116.31493600000002,40.051915,海淀
海淀 - 阜光里小区,1,70.0,4700.0,67.0,116.32202,39.92720900000001,海淀
海淀 - 颐阳山水居西区,1,10.0,650.0,65.0,116.192421,40.039376000000004,海淀
石景山 - 七星园,4,67.5,4250.0,62.5,116.214693,39.899524,石景山
石景山 - 中海金石公馆,5,67.8,4360.0,63.8,116.180552,39.911795,石景山
石景山 - 中海长安雅苑,3,71.66666666666667,4433.333333333333,61.666666666666664,116.178063,39.911772,石景山
石景山 - 五芳园,2,64.5,4075.0,63.0,116.226532,39.898421,石景山
石景山 - 京原路5号院,1,70.0,4600.0,65.0,116.20935300000001,39.90124,石景山
石景山 - 依翠园,2,66.0,4550.0,68.5,116.217918,39.899975,石景山
石景山 - 八角中里,4,60.0,3650.0,60.5,116.20359499999999,39.912353,石景山
石景山 - 八角南路小区,1,45.0,2300.0,51.0,116.201982,39.90975200000001,石景山
石景山 - 八角南里,2,69.0,4400.0,63.5,116.201982,39.90975200000001,石景山
石景山 - 六合园,1,68.0,4300.0,63.0,116.219904,39.899263,石景山
石景山 - 十万平小区,1,58.0,3850.0,66.0,116.183375,39.908147,石景山
石景山 - 古城住宅小区,1,65.0,4500.0,69.0,116.19001399999999,39.919482,石景山
石景山 - 古城北路小区,2,65.0,4300.0,65.5,116.19169099999999,39.915042,石景山
石景山 - 古城南路,4,59.75,3925.0,65.25,116.186807,39.910922,石景山
石景山 - 古城地铁楼,1,65.0,4000.0,61.0,116.18789199999999,39.921032000000004,石景山
石景山 - 古城环卫楼,1,70.0,4000.0,57.0,116.18828500000001,39.919506,石景山
石景山 - 古城现代嘉园,10,73.5,4430.0,60.0,116.17881700000001,39.913614,石景山
石景山 - 古城西路,1,65.0,4500.0,69.0,116.17681999999999,39.914538,石景山
石景山 - 古城西路小区,3,65.0,4100.0,62.666666666666664,116.184758,39.91344,石景山
石景山 - 工人疗养院家属院,1,65.0,4000.0,61.0,116.198495,39.945627,石景山
石景山 - 建西苑北里,1,58.0,3700.0,63.0,116.208025,39.923111999999996,石景山
石景山 - 建西苑南里,1,77.0,5000.0,64.0,116.208694,39.916775,石景山
石景山 - 杨庄中区,2,57.5,3450.0,60.0,116.19296399999999,39.922729,石景山
石景山 - 永乐东区,4,63.25,4250.0,66.75,116.232906,39.90032,石景山
石景山 - 永乐西区,2,66.5,4325.0,64.5,116.22639099999999,39.90163,石景山
石景山 - 海特花园,1,60.0,3300.0,55.0,116.188799,39.933031,石景山
石景山 - 碣石坪小区,1,55.0,3200.0,58.0,116.211753,39.906411999999996,石景山
石景山 - 老山西里,2,69.5,4750.0,68.0,116.218427,39.909962,石景山
石景山 - 苹果园二区,1,79.0,4500.0,56.0,116.18720800000001,39.93063,石景山
石景山 - 西下庄小区,2,61.0,3900.0,63.5,116.196403,39.946973,石景山
石景山 - 西山枫林,2,72.5,4800.0,65.5,116.20268999999999,39.942901,石景山
石景山 - 西山澳园,1,25.0,1500.0,60.0,116.178694,39.93687,石景山
石景山 - 西山芳苑,4,71.0,4650.0,65.0,116.20285200000001,39.947163,石景山
石景山 - 西引力,1,50.0,3100.0,62.0,116.20954499999999,39.902124,石景山
石景山 - 西成忆树,1,56.0,3700.0,66.0,116.19939199999999,39.923787,石景山
石景山 - 西现代城,1,54.0,3300.0,61.0,116.189745,39.92548,石景山
石景山 - 西黄新村北里,3,68.0,4000.0,58.0,116.20419699999998,39.936159,石景山
石景山 - 西黄新村南里,1,66.0,4000.0,60.0,116.20806200000001,39.932961999999996,石景山
石景山 - 远洋山水,9,68.0,4566.666666666667,66.55555555555556,116.23996999999999,39.898811,石景山
石景山 - 金谷香郡,1,50.0,2900.0,58.0,116.12195200000001,39.96223,石景山
石景山 - 金顶街四区,1,75.0,4000.0,53.0,116.175278,39.92675,石景山
石景山 - 金顶街小区,1,60.0,3300.0,55.0,116.16186,39.926939000000004,石景山
西城 - 三里河一区,1,70.0,4500.0,64.0,116.342244,39.916551,西城
西城 - 南礼士路三条,1,45.0,2800.0,62.0,116.349106,39.912259999999996,西城
西城 - 团结大院,1,65.0,3400.0,52.0,116.350201,39.938185,西城
西城 - 天宁寺东里,1,45.0,3000.0,66.0,116.34746899999999,39.894360999999996,西城
西城 - 常青藤嘉园,1,63.0,4300.0,68.0,116.333129,39.880261,西城
西城 - 广外车站西街15号院,2,60.0,4050.0,67.0,116.33833700000001,39.87877,西城
西城 - 月坛西街东里,1,65.0,3800.0,58.0,116.34992199999999,39.915259000000006,西城
西城 - 月坛西街乙2号院,1,45.0,2300.0,51.0,116.350174,39.917698,西城
西城 - 欧园北欧印象,1,46.0,3000.0,65.0,116.329701,39.876476000000004,西城
西城 - 红居南街1号院,1,75.0,4800.0,64.0,116.33971899999999,39.88385200000001,西城
西城 - 红居斜街,1,70.0,4500.0,64.0,116.337258,39.883767999999996,西城
西城 - 红莲中里,1,55.0,3500.0,63.0,116.334108,39.884228,西城
西城 - 红莲南里,1,65.0,4000.0,61.0,116.334901,39.879159,西城
西城 - 荣丰2008,1,70.0,4700.0,67.0,116.33661599999999,39.894695,西城
西城 - 西直门北大街43号院,2,59.5,3700.0,61.5,116.35501799999999,39.947502,西城
西城 - 车公庄北里,5,62.8,3936.0,62.4,116.34728199999999,39.934726,西城
西城 - 车站西街,1,73.0,5000.0,68.0,116.34188799999998,39.879529,西城
西城 - 马连道中里一区,1,58.0,3800.0,65.0,116.33096499999999,39.88706,西城
通州 - 11STATION,1,62.0,3300.0,53.0,116.615349,39.803154,通州
通州 - BOBO自由城,1,60.0,3600.0,60.0,116.693789,39.908916999999995,通州
通州 - K2海棠湾,1,50.0,3300.0,66.0,116.665149,39.869539,通州
通州 - K2清水湾,3,71.33333333333333,4100.0,57.666666666666664,116.681215,39.926308,通州
通州 - K2玉兰湾,2,44.0,2750.0,59.5,116.660001,39.886849,通州
通州 - 世纪星城,2,38.5,2475.0,64.5,116.635196,39.89468,通州
通州 - 世纪星城长城国际,2,51.0,3250.0,63.5,116.63268300000001,39.894255,通州
通州 - 东亚瑞晶苑,1,60.0,3200.0,53.0,116.54321499999999,39.74389,通州
通州 - 中上园,1,45.0,3000.0,66.0,116.682677,39.903958,通州
通州 - 久居雅园,1,50.0,3000.0,60.0,116.668829,39.869552,通州
通州 - 云景里,1,47.0,2700.0,57.0,116.66518400000001,39.876540999999996,通州
通州 - 京贸国际城,7,65.85714285714286,3742.8571428571427,56.42857142857143,116.68460000000002,39.919267,通州
通州 - 公庄小区,1,49.0,2800.0,57.0,116.660297,39.874388,通州
通州 - 加华印象街,1,12.0,650.0,54.0,116.687956,39.915817,通州
通州 - 北机家属院,1,60.0,3200.0,53.0,116.636817,39.891131,通州
通州 - 北苑145号院,2,37.0,2000.0,53.5,116.638021,39.90791,通州
通州 - 北苑55号院,6,68.66666666666667,3900.0,56.5,116.64025100000002,39.908311,通州
通州 - 华业东方玫瑰,2,53.5,3590.0,66.5,116.68553,39.880905,通州
通州 - 合生世界花园,3,58.666666666666664,3333.3333333333335,56.666666666666664,116.555504,39.739538,通州
通州 - 天桥湾小区,4,35.0,1950.0,56.25,116.659038,39.911122999999996,通州
通州 - 天赐良园,1,55.0,3800.0,69.0,116.63917,39.92582700000001,通州
通州 - 定海园,2,25.0,1525.0,61.5,116.56633799999999,39.798854999999996,通州
通州 - 巴克寓所,3,49.333333333333336,3333.3333333333335,67.0,116.64025500000001,39.887029,通州
通州 - 怡佳家园,1,45.0,2600.0,57.0,116.64456899999999,39.907915,通州
通州 - 新光大中心公寓,5,59.0,3600.0,60.8,116.660094,39.915625,通州
通州 - 新华联家园,5,56.8,3329.6,58.8,116.642559,39.890426,通州
通州 - 新城阳光,2,55.5,3350.0,60.0,116.66341399999999,39.881778999999995,通州
通州 - 新海北里,3,65.66666666666667,3600.0,54.0,116.54188400000002,39.756792,通州
通州 - 新海南里,1,57.0,3000.0,52.0,116.541142,39.754057,通州
通州 - 方恒东景,1,55.0,3200.0,58.0,116.689222,39.872205,通州
通州 - 旅游新村,1,16.0,1100.0,68.0,116.642579,39.902257,通州
通州 - 旗舰凯旋,2,67.5,3910.0,57.5,116.64556999999999,39.876746000000004,通州
通州 - 月亮河城堡,5,58.0,3500.0,60.0,116.67913899999999,39.920165999999995,通州
通州 - 李老新村,1,15.0,900.0,60.0,116.634022,39.890361,通州
通州 - 杨庄11号院,2,67.0,4500.0,66.5,116.640374,39.898378,通州
通州 - 果园225号院,1,8.0,500.0,62.0,116.652647,39.895522,通州
通州 - 果园西小区,1,59.0,3500.0,59.0,116.65328600000001,39.895513,通州
通州 - 柳岸方园,4,47.25,3150.0,66.25,116.678449,39.888494,通州
通州 - 梨园北小区,1,76.0,4100.0,53.0,116.674503,39.884946,通州
通州 - 次渠北里,2,60.0,3300.0,54.5,116.57383100000001,39.807914000000004,通州
通州 - 次渠嘉园,6,42.833333333333336,2733.3333333333335,63.333333333333336,116.586455,39.795099,通州
通州 - 武夷花园水仙园,1,15.0,850.0,56.0,116.693775,39.914625,通州
通州 - 武夷花园紫荆园,2,59.0,3350.0,56.5,116.70201499999999,39.919616999999995,通州
通州 - 泉蔷佳苑,1,65.0,3800.0,58.0,116.66996699999999,39.881661,通州
通州 - 玉桥北里,1,60.0,3800.0,63.0,116.68141100000001,39.893941,通州
通州 - 瑞都国际,7,66.0,4342.857142857143,65.57142857142857,116.65583400000001,39.887432999999994,通州
通州 - 米拉小镇,1,50.0,2600.0,52.0,116.544926,39.759015999999995,通州
通州 - 红旗家属院,1,73.0,4500.0,61.0,116.65933700000001,39.904946,通州
通州 - 绣江南,1,63.0,4300.0,68.0,116.66003300000001,39.866257,通州
通州 - 翠屏南里,1,12.0,800.0,66.0,116.648528,39.883138,通州
通州 - 花涧溪,1,52.0,2900.0,55.0,116.670406,39.874394,通州
通州 - 苏荷时代,2,45.0,3000.0,66.0,116.645052,39.891529,通州
通州 - 葵花社,3,47.0,3016.6666666666665,61.333333333333336,116.64735900000001,39.89141,通州
通州 - 蓝调沙龙,3,51.666666666666664,3300.0,64.0,116.651357,39.886876,通州
通州 - 蓝调沙龙雅园,1,45.0,3100.0,68.0,116.651357,39.886876,通州
通州 - 西上园小区,1,22.0,1500.0,68.0,116.678357,39.903403000000004,通州
通州 - 西富河园,1,77.0,4300.0,55.0,116.634823,39.92820800000001,通州
通州 - 西西庄园,2,45.0,2950.0,65.0,116.645325,39.892548,通州
通州 - 财富东方,2,49.0,3300.0,67.0,116.651845,39.917446999999996,通州
通州 - 通典铭居,1,69.0,4200.0,60.0,116.634873,39.907496,通州
通州 - 通州杨庄小区,1,76.0,4100.0,53.0,116.634374,39.899402,通州
通州 - 通惠苑,1,55.0,3399.0,61.0,116.63972700000001,39.909193,通州
通州 - 金隅自由筑公寓,2,53.5,2900.0,53.5,116.696777,39.875397,通州
通州 - 鑫苑小区,1,15.0,800.0,53.0,116.63936899999999,39.898094,通州
通州 - 长城国际,4,54.0,3450.0,63.25,116.63268300000001,39.894255,通州
通州 - 阿尔法社区,1,78.0,4800.0,61.0,116.649101,39.87034,通州
通州 - 靓景明居,2,65.0,3500.0,53.0,116.63746100000002,39.883371999999994,通州
