,lon,lat,name,number
1708,116.204902,39.75759,房山 - 徜徉嘉园5号院,3
1709,116.208547,39.755606,房山 - 徜徉嘉园8号院,8
1710,116.18332,39.749713,房山 - 广阳城新区,4
1711,116.070887,39.657603,房山 - 房山世界名园,21
1712,116.210948,39.768746,房山 - 建邦华庭,4
1713,115.983632,39.701832,房山 - 房山南大街小区,4
1714,116.142151,39.749192,房山 - 拱辰北大街,2
1715,116.142088,39.727909,房山 - 拱辰南大街,9
1716,116.137445,39.733498,房山 - 拱辰星园,13
1717,116.135093,39.747333,房山 - 政通西里,7
1718,116.145388,39.747158,房山 - 政通路2号院,3
1719,116.208531,39.755255,房山 - 徜徉集,4
1720,116.137978,39.74434,房山 - 文水公寓,2
1721,116.137978,39.74434,房山 - 文水家园,7
1722,116.149902,39.724212,房山 - 文科龙苑,3
1723,116.144510,39.733903,房山 - 文化路小区,8
1724,115.992090,39.697241,房山 - 新东关南里,3
1725,116.169757,39.722853,房山 - 旭辉E天地公寓,26
1726,116.149716,39.724395,房山 - 昊天嘉园,3
1727,116.149626,39.734933,房山 - 昊天温泉家园,12
1728,116.136814,39.72817,房山 - 昊宏家园,9
1729,116.136814,39.72817,房山 - 昊宏小区,3
1730,116.059272,39.705283,房山 - 昊腾家园,3
1731,116.07201,39.644502,房山 - 明峻嘉园,2
1732,116.157244,39.749355,房山 - 明源北里,1
1733,116.157486,39.747548,房山 - 明源南里,5
1734,116.061535,39.715699,房山 - 星城北里,13
1735,116.142737,39.740193,房山 - 拱辰大街小区,10
1736,116.124998,39.722667,房山 - 曦城国际,6
1737,116.12591,39.731838,房山 - 月华小区,4
1738,115.962059,39.720922,房山 - 杏花东里,6
1739,115.957924,39.720532,房山 - 杏花西里,58
1740,116.148655,39.747215,房山 - 月华北大街,2
1741,115.989111,39.69976,房山 - 槠榆树家园,6
1742,116.170185,39.762148,房山 - 梧杖爱,14
1743,116.064595,39.688702,房山 - 水墨林溪,16
1744,116.190495,39.735698,房山 - 水碾屯小区,13
1745,115.986921,39.698054,房山 - 永乐园三里,3
1746,115.985271,39.699062,房山 - 永乐园小区,4
1747,115.985371,39.689028,房山 - 永兴家园,5
1748,115.986073,39.694885,房山 - 永兴达小区,8
1749,115.981798,39.693479,房山 - 永安家园小区,1
1750,115.964428,39.720734,房山 - 杰辉苑,18
1751,116.152792,39.747160,房山 - 昊天大街17号院,3
1752,115.981232,39.691058,房山 - 永安西里(房山),2
1753,115.982154,39.694485,房山 - 永安西里北区,5
1754,116.07134,39.652467,房山 - 汇豪山水华府,11
1755,116.069710,39.672691,房山 - 沁慧园,11
1756,116.0722,39.673796,房山 - 沁馥家园,2
1757,116.181046,39.765445,房山 - 清雅小区,1
1758,116.068271,39.671489,房山 - 沁园春景,19
1759,116.217592,39.808896,房山 - 温庄子家园,4
1760,116.062498,39.710458,房山 - 燕化星城,79
1761,116.068230,39.711182,房山 - 燕化星城一里,11
1762,116.062065,39.710194,房山 - 燕化星城三里,5
1763,116.064011,39.710526,房山 - 燕化星城二里,13
1764,116.058090,39.709518,房山 - 燕化星城四里,30
1765,115.964967,39.753543,房山 - 燕山东风东里,1
1766,115.989586,39.707463,房山 - 燕房路小区,6
1767,116.15886,39.726202,房山 - 玉竹园,37
1768,116.083100,39.721784,房山 - 理工大学家属楼,2
1769,116.066303,39.657537,房山 - 田家园,20
1770,116.215861,39.768984,房山 - 熙悦山,13
1771,116.065636,39.657988,房山 - 田家园一区,6
1772,116.066921,39.657690,房山 - 田家园二区,1
1773,116.063030,39.658057,房山 - 田家园新村,5
1774,115.988952,39.688767,房山 - 矿机路小区,23
1775,116.170185,39.762148,房山 - 碧桂园三期,5
1776,116.165019,39.760494,房山 - 碧桂园小区A区,12
1777,116.170264,39.760459,房山 - 碧桂园小区C区,3
1778,116.167729,39.759544,房山 - 碧桂园温泉小区,27
1779,116.179526,39.749742,房山 - 碧波园,7
1780,116.179526,39.749742,房山 - 碧波园温泉家园,1
1781,115.985253,39.688062,房山 - 祺兴缘家园,3
1782,116.147538,39.718496,房山 - 瑞雪春堂,82
1783,115.983821,39.704125,房山 - 福星家园A区,13
1784,115.98363,39.697667,房山 - 福星家园B区,2
1785,115.9874,39.703484,房山 - 福胜家园,2
1786,116.067916,39.642752,房山 - 窦店青年公寓,2
1787,116.164058,39.754217,房山 - 绿地新都会国际花都,68
1788,115.983970,39.695530,房山 - 管道局家属楼,17
1789,116.073238,39.713534,房山 - 绿城百合北区,38
1790,115.988058,39.703619,房山 - 福胜胡同,2
1791,116.070233,39.709030,房山 - 绿城百合南区,44
1792,116.075043,39.709167,房山 - 绿城百合南屏苑,4
1793,116.072055,39.714568,房山 - 绿城百合叠翠苑,5
1794,116.070233,39.709030,房山 - 绿城百合天风苑,4
1795,116.073759,39.711751,房山 - 绿城百合春晓苑,4
1796,116.077393,39.712273,房山 - 绿城百合栖霞苑,6
1797,116.076451,39.711079,房山 - 绿城百合梦泉苑,5
1798,116.076276,39.713479,房山 - 绿城百合流虹苑,3
1799,116.073743,39.713245,房山 - 绿城百合玉泉苑,24
1800,116.077393,39.712273,房山 - 绿城百合秋月苑,2
1801,116.077393,39.712273,房山 - 绿城百合云栖苑,14
1802,116.076758,39.709993,房山 - 绿城百合风荷苑,11
1803,116.140396,39.727214,房山 - 罗府家园,16
1804,115.973139,39.762212,房山 - 羊耳峪北里,5
1805,115.966119,39.755841,房山 - 羊耳峪南里,1
1806,115.969444,39.759512,房山 - 羊耳峪小区,8
1807,115.964111,39.762475,房山 - 羊耳峪西区,12
1808,115.973139,39.762212,房山 - 羊耳峪里,10
1809,116.155745,39.761987,房山 - 翠林漫步,14
1810,116.063951,39.690130,房山 - 腾龙家园,17
1811,116.142444,39.728485,房山 - 良中家属楼,2
1812,116.128848,39.731112,房山 - 良乡西路,1
1813,115.986605,39.690286,房山 - 良工佳苑,3
1814,116.183070,39.762960,房山 - 芭蕾雨,2
1815,116.183070,39.762960,房山 - 芭蕾雨悦都,28
1816,116.125239,39.727854,房山 - 苏园小区,9
1817,116.072200,39.714020,房山 - 绿城百合霁雪苑,4
1818,116.120849,39.728072,房山 - 苏庄一里,11
1819,116.119923,39.724042,房山 - 苏庄三里,4
1820,116.128430,39.729401,房山 - 苏庄东街小区,1
1821,116.125239,39.727854,房山 - 苏庄二里,34
1822,116.142713,39.725767,房山 - 荣鹏花园,2
1823,115.984474,39.62987,房山 - 莱恩小镇,3
1824,115.983129,39.703797,房山 - 营房胡同,5
1825,116.14288,39.751289,房山 - 蚕种厂小区,19
1826,116.117438,39.729295,房山 - 蝶翠苑,5
1827,116.146178,39.751236,房山 - 行宫一里,5
1828,116.147733,39.749609,房山 - 行宫三里,16
1829,116.146380,39.748220,房山 - 行宫二里,3
1830,116.149062,39.751291,房山 - 行宫四里,13
1831,116.146660,39.747692,房山 - 行宫小区,22
1832,116.122029,39.724006,房山 - 西兰岛,21
1833,115.951297,39.674241,房山 - 西山小镇,4
1834,116.20829,39.753324,房山 - 西悦雅居,1
1835,116.174019,39.773505,房山 - 西棕榈滩,7
1836,116.135335,39.733345,房山 - 西潞东里,6
1837,116.130424,39.733346,房山 - 西潞园一里,17
1838,116.133580,39.735477,房山 - 西潞园三里,6
1839,116.130005,39.735159,房山 - 西潞园二里,18
1840,116.131658,39.733687,房山 - 西潞园四里,10
1841,116.131929,39.734226,房山 - 西潞园小区,16
1842,116.126482,39.729969,房山 - 西路南里,3
1843,115.9532,39.732719,房山 - 迎风一里,16
1844,115.95228,39.724185,房山 - 迎风三里,1
1845,115.952557,39.729177,房山 - 迎风二里,5
1846,115.964432,39.723221,房山 - 迎风六里,9
1847,115.965635,39.7233,房山 - 迎风六里二区,2
1848,115.957372,39.722951,房山 - 迎风五里,8
1849,115.956908,39.724807,房山 - 迎风四里,22
1850,115.952705,39.722377,房山 - 迎风西里,5
1851,116.181109,39.724772,房山 - 远洋新仕界,1
1852,116.180972,39.747153,房山 - 邑上公馆,1
1853,116.217571,39.800163,房山 - 金域缇香,21
1854,116.043894,39.596662,房山 - 金水家园,2
1855,116.069321,39.668594,房山 - 金鑫苑,13
1856,116.102076,39.739948,房山 - 金鸽园,5
1857,116.072055,39.644511,房山 - 铂铭郡,3
1858,116.220428,39.797880,房山 - 长景新园,22
1859,116.138366,39.725075,房山 - 长虹小区,21
1860,116.221704,39.777371,房山 - 长阳光和作用,3
1861,116.206845,39.762155,房山 - 长阳半岛,92
1862,116.217657,39.757066,房山 - 长阳国际城,37
1863,116.172727,39.753140,房山 - 长阳家园,1
1864,116.171118,39.769868,房山 - 长阳金桥国际公寓,6
1865,116.192640,39.734099,房山 - 金地朗悦,21
1866,116.213762,39.807999,房山 - 长龙苑,11
1867,116.159794,39.729755,房山 - 阳光邑上,20
1868,116.139465,39.750394,房山 - 隆曦园,7
1869,115.991870,39.698840,房山 - 青年南路小区,1
1870,115.981268,39.696864,房山 - 靶场路小区,2
1871,116.146120,39.729540,房山 - 韩建青春誌,2
1872,115.950207,39.602001,房山 - 韩村河西小区,1
1873,115.982427,39.70724,房山 - 顺成嘉苑,2
1874,116.14376,39.752983,房山 - 首创伊林郡,26
1875,116.186268,39.773421,房山 - 首创新悦都,17
1876,116.181370,39.721771,房山 - 首创紫悦台,5
1877,116.216264,39.762865,房山 - 首开熙悦山,56
1878,116.169951,39.724663,房山 - 首开熙悦睿府书香,18
1879,116.214516,39.762960,房山 - 首开熙悦双子座,21
1880,115.946945,39.728062,房山 - 高家坡小区,3
1881,116.158796,39.721566,房山 - 鸿顺园东区,26
1882,116.149109,39.754848,房山 - 黄辛庄小区,1
1883,116.037023,39.619002,房山 - 雅苑小区,1
1884,115.942744,39.674694,房山 - 龙乡苑,1
1885,116.362230,40.066900,昌平 - SOCO公社公寓,3
1886,116.153511,39.72176,房山 - 鸿顺园西区,18
1887,116.306365,39.897837,昌平 - 七一宿舍,1
1888,116.326053,40.06634,昌平 - 万润家园,7
1889,116.36785,40.083494,昌平 - 上坡家园,2
1890,116.432043,40.116327,昌平 - 东二旗新村,18
1891,116.341376,40.082134,昌平 - 东亚上北,25
1892,116.341376,40.082134,昌平 - 东亚上北中心,14
1893,116.331058,40.079399,昌平 - 东亚上北鑫座住宅,2
1894,116.410560,40.057965,昌平 - 东亚奥北北区,10
1895,116.411632,40.054570,昌平 - 东亚奥北南区,18
1896,116.243099,40.222784,昌平 - 东关二条小区,2
1897,116.242352,40.227199,昌平 - 东关北里,2
1898,116.155123,39.721941,房山 - 鸿顺园小区,47
1899,116.343884,40.065076,昌平 - 东村家园,1
1900,116.281103,40.20582,昌平 - 中国铁建青秀尚城,6
1901,116.293510,40.077840,昌平 - 二拨子新村,2
1902,116.296899,40.145196,昌平 - 于辛家园,2
1903,116.328651,40.086584,昌平 - 云趣园一区,9
1904,116.254558,40.219094,昌平 - 亢山佳园,1
1905,116.35436,40.09031,昌平 - 京投银泰公园悦府,2
1906,116.330329,40.080922,昌平 - 云趣园三区,30
1907,116.314974,40.068945,昌平 - 住总万科金域华府,14
1908,116.31184,40.08265,昌平 - 佰嘉城,4
1909,116.23425,40.223515,昌平 - 佳莲·时代广场,2
1910,116.401477,40.045464,昌平 - 佳运园,2
1911,116.267533,40.117161,昌平 - 保利罗兰香谷,22
1912,116.247923,40.214678,昌平 - 东关南里,4
1913,116.282153,40.151094,昌平 - 兆丰家园,38
1914,116.247943,40.210407,昌平 - 京科苑,3
1915,116.228299,40.208738,昌平 - 公园6号,1
1916,116.243114,40.223863,昌平 - 东关二条,2
1917,116.412323,40.060234,昌平 - 公园两栋,5
1918,116.276538,40.202197,昌平 - 兴昌佳苑,5
1919,116.129363,40.235528,昌平 - 兴隆小区,8
1920,116.401326,40.176909,昌平 - 典雅庄园,3
1921,116.40824,40.114581,昌平 - 冠雅苑,45
1922,116.449221,40.10183,昌平 - 北七佳园,15
1923,116.421473,40.129556,昌平 - 北亚花园,26
1924,116.304855,40.079212,昌平 - 北京人家,2
1925,116.407267,40.056289,昌平 - 北京北,59
1926,116.358283,40.101815,昌平 - 北京城建·畅悦居,15
1927,116.318027,40.077,昌平 - 冠庭园,2
1928,116.305733,40.113347,昌平 - 冠芳园,2
1929,116.418301,40.150363,昌平 - 北京太阳城,10
1930,116.450153,40.115573,昌平 - 八仙别墅公寓,5
1931,116.266808,40.230353,昌平 - 北京随园公寓,1
1932,116.290928,40.215006,昌平 - 北京风景,6
1933,116.291055,40.153555,昌平 - 北优soho,4
1934,116.418301,40.150363,昌平 - 北京太阳城二期,1
1935,116.345290,40.065203,昌平 - 北优家园,2
1936,116.335568,40.084340,昌平 - 北店嘉园,2
1937,116.415116,40.057231,昌平 - 北方明珠大厦,40
1938,116.258519,40.162397,昌平 - 北街家园七区,3
1939,116.259608,40.16519,昌平 - 北街家园八区,1
1940,116.319633,40.075081,昌平 - 北郊农场,2
1941,116.259117,40.158764,昌平 - 北街家园六区,6
1942,116.316556,40.078703,昌平 - 北郊医院家属楼,2
1943,116.407707,40.116035,昌平 - 冠雅园,4
1944,116.366448,40.072893,昌平 - 华龙苑南里,3
1945,116.236389,40.213818,昌平 - 南环里,1
1946,116.242156,40.22033,昌平 - 力天嘉苑,1
1947,116.412622,40.059023,昌平 - 卢卡新天地,8
1948,116.41027,40.057145,昌平 - 合立方,23
1949,116.418632,40.106372,昌平 - 名佳花园三区,38
1950,116.421168,40.106997,昌平 - 名佳花园二区,1
1951,116.426894,40.10184,昌平 - 名佳花园四区,12
1952,116.422207,40.104942,昌平 - 名佳花园一区,20
1953,116.430519,40.101980,昌平 - 名流花园,23
1954,116.428981,40.102044,昌平 - 名流花园梅苑,4
1955,116.430108,40.100446,昌平 - 名流花园欧风苑,9
1956,116.360028,40.085539,昌平 - 和谐家园一区,5
1957,116.369551,40.078382,昌平 - 华龙苑中里,4
1958,116.358070,40.082592,昌平 - 和谐家园二区,6
1959,116.291654,40.103030,昌平 - 回龙观史各庄,23
1960,116.311623,40.062554,昌平 - 回龙观新村,7
1961,116.314028,40.080141,昌平 - 国仕汇,8
1962,116.457506,40.153948,昌平 - 土沟新村,9
1963,116.324305,40.057367,昌平 - 天巢园,4
1964,116.232390,40.228729,昌平 - 天成苑,1
1965,116.439453,40.065467,昌平 - 天通东苑二区,4
1966,116.428420,40.073656,昌平 - 天通中苑,56
1967,116.431944,40.070154,昌平 - 天通公园里,14
1968,116.432572,40.065868,昌平 - 天通苑东一区,122
1969,116.440438,40.068261,昌平 - 天通苑东二区,91
1970,116.428420,40.073656,昌平 - 天通苑中苑,12
1971,116.417713,40.076687,昌平 - 天通苑北一区,100
1972,116.433144,40.076888,昌平 - 天通苑北三区,53
1973,116.424993,40.076844,昌平 - 天通苑北二区,63
1974,116.419385,40.063277,昌平 - 天通苑本一区,1
1975,116.389676,40.085575,昌平 - 回南家园,1
1976,116.419789,40.060125,昌平 - 天通苑本三区,48
1977,116.439411,40.072523,昌平 - 天通苑东三区,97
1978,116.425170,40.062613,昌平 - 天通苑本二区,3
1979,116.415188,40.065107,昌平 - 天通苑本五区,7
1980,116.424895,40.066008,昌平 - 天通苑本六区,7
1981,116.425170,40.062613,昌平 - 天通苑本四区,9
1982,116.407944,40.067343,昌平 - 天通苑西一区,12
1983,116.409424,40.077062,昌平 - 天通苑西三区,91
1984,116.409757,40.072539,昌平 - 天通苑西二区,201
1985,116.409433,40.072248,昌平 - 天通西苑二区,6
1986,116.375333,40.080599,昌平 - 天鑫家园,6
1987,116.375930,40.080940,昌平 - 天鑫家园一期,6
1988,116.315783,40.08455,昌平 - 天露园一区,1
1989,116.259228,40.219847,昌平 - 宁馨苑,7
1990,116.294251,40.10435,昌平 - 尚城,31
1991,116.455774,40.113494,昌平 - 岭上新村,9
1992,116.284871,40.145552,昌平 - 巩华家园,26
1993,116.254612,40.222623,昌平 - 建安里小区,1
1994,116.223363,40.222358,昌平 - 建明里,1
1995,116.260038,40.171115,昌平 - 恒大幸福家园,21
1996,116.239471,40.200413,昌平 - 拓然家园,3
1997,116.23625,40.198421,昌平 - 拓然家苑,1
1998,116.399433,40.0392,昌平 - 招商嘉铭珑原,93
1999,116.403724,40.1817,昌平 - 富来宫温泉公寓,3
2000,116.238698,40.219933,昌平 - 新新公寓,3
2001,116.290390,40.213167,昌平 - 新龙南邵住宅,1
2002,116.323261,40.069169,昌平 - 新龙城,48
2003,116.332719,40.069253,昌平 - 新龙城二期,4
2004,116.252954,40.211602,昌平 - 昌盛园一区,1
2005,116.290008,40.10092,昌平 - 昌艺园,3
2006,116.409417,40.046922,昌平 - 明天第一城5号院,1
2007,116.407826,40.045945,昌平 - 明天第一城7号院,6
2008,116.409417,40.046922,昌平 - 明天第一城8号院,10
2009,116.41901,40.115844,昌平 - 望都家园,25
2010,116.413833,40.113932,昌平 - 望都新地,27
2011,116.309607,40.098555,昌平 - 朱辛庄新村,16
2012,116.309607,40.098555,昌平 - 朱辛庄新村南区,5
2013,116.266492,40.225533,昌平 - 果岭小镇,2
2014,116.33365,40.067206,昌平 - 新龙城三期,4
2015,116.457202,40.112808,昌平 - 柏林在线,30
2016,116.417818,40.117519,昌平 - 桃园公寓,2
2017,116.421473,40.118024,昌平 - 桃花苑住宅,1
2018,116.256727,40.211644,昌平 - 昌盛园二区,1
2019,116.243042,40.209933,昌平 - 水关新村,2
2020,116.340035,40.087978,昌平 - 流星花园一区,10
2021,116.232361,40.211305,昌平 - 永安里小区,5
2022,116.336281,40.08758,昌平 - 流星花园二区,6
2023,116.309607,40.098555,昌平 - 朱辛庄新村北区,5
2024,116.45737,40.10842,昌平 - 海德堡花园,1
2025,116.411849,40.057022,昌平 - 润枫欣尚,5
2026,116.33981,40.091344,昌平 - 流星花园三区,26
2027,116.243321,40.218491,昌平 - 清秀园北区,1
2028,116.400745,40.04285,昌平 - 溪城家园,25
2029,116.262167,40.209653,昌平 - 澜湾小区,3
2030,116.438141,40.088894,昌平 - 燕城苑小区,14
2031,116.347868,40.067757,昌平 - 泰华龙旗广场,7
2032,116.407528,40.105747,昌平 - 王府公寓,8
2033,116.397757,40.10682,昌平 - 王府园中园公寓,11
2034,116.390648,40.171,昌平 - 汤HOUSE公寓,1
2035,116.402347,40.107203,昌平 - 王府花园,20
2036,116.289883,40.098524,昌平 - 珠江摩尔,2
2037,116.289883,40.098524,昌平 - 珠江摩尔公元,29
2038,116.292399,40.099252,昌平 - 珠江摩尔国际大厦,6
2039,116.287616,40.098242,昌平 - 珠江摩派,5
2040,116.220186,40.222820,昌平 - 琥珀郡公寓,4
2041,116.412097,40.127156,昌平 - 温泉花园,20
2042,116.352018,40.088588,昌平 - 田园风光雅苑,13
2043,116.258860,40.212260,昌平 - 畅春阁,2
2044,116.31184,40.08265,昌平 - 百嘉城,6
2045,116.355270,40.080669,昌平 - 矩阵,1
2046,116.355311,40.082102,昌平 - 矩阵三期,1
2047,116.237037,40.215653,昌平 - 石坊院,4
2048,116.415701,40.052184,昌平 - 立城苑小区,8
2049,116.413617,40.052521,昌平 - 立水桥北里,4
2050,116.393748,40.107868,昌平 - 王府温馨公寓,8
2051,116.381307,40.079051,昌平 - 紫金新干线二期,4
2052,116.266236,40.219205,昌平 - 红石座,2
2053,116.379451,40.080710,昌平 - 紫金新干线,18
2054,116.445704,40.116192,昌平 - 羊各庄新村,37
2055,116.424692,40.105697,昌平 - 美树假日嘉园,4
2056,116.369361,40.073733,昌平 - 蓝天园,5
2057,116.275036,40.197569,昌平 - 融创长滩壹号,2
2058,116.287616,40.098242,昌平 - 珠江摩派国际,23
2059,116.309145,40.068654,昌平 - 融泽嘉园,88
2060,116.416954,40.118876,昌平 - 西湖新村,25
2061,116.202409,40.125778,昌平 - 翠北嘉园,5
2062,116.223274,40.228244,昌平 - 西环里,2
2063,116.235642,40.225478,昌平 - 邑上苑,2
2064,116.355270,40.080669,昌平 - 矩阵小区,20
2065,116.415327,40.124415,昌平 - 蓬莱公寓,10
2066,116.355246,40.081084,昌平 - 矩阵二期,1
2067,116.309095,40.065416,昌平 - 金域华府,4
2068,116.397028,40.178631,昌平 - 金科巴登假日,1
2069,116.395655,40.182697,昌平 - 金科帕提欧Ⅱ美遇,19
2070,116.395655,40.182697,昌平 - 金科帕提欧二期,3
2071,116.424181,40.174984,昌平 - 金科王府洋房,4
2072,116.426479,40.130651,昌平 - 金融街金色漫香苑,9
2073,116.235592,40.207673,昌平 - 金隅万科,2
2074,116.235592,40.207673,昌平 - 金隅万科城,13
2075,116.263705,40.228042,昌平 - 金地家园,3
2076,116.392369,40.081155,昌平 - 都市芳园,6
2077,116.290169,40.205457,昌平 - 路劲世界城,11
2078,116.406539,40.052877,昌平 - 顶秀青溪,2
2079,116.322663,40.085217,昌平 - 风雅园一区,1
2080,116.426479,40.130651,昌平 - 金色漫香苑,12
2081,116.324621,40.079462,昌平 - 风雅园三区,11
2082,116.322596,40.084258,昌平 - 风雅园二区,1
2083,116.362038,40.075857,昌平 - 首开国风美唐一期,6
2084,116.300397,40.100028,昌平 - 领秀慧谷,75
2085,116.360706,40.079493,昌平 - 首开国风美唐二期,19
2086,116.266808,40.230353,昌平 - 随园,3
2087,116.336272,40.072805,昌平 - 首开智慧社,35
2088,116.343770,40.089505,昌平 - 马连店家园,19
2089,116.259105,40.165043,昌平 - 高教新城惠风园,1
2090,116.259117,40.158764,昌平 - 高教新城盛品园,4
2091,116.373258,40.079357,昌平 - 霍营小区,3
2092,116.302526,40.077411,昌平 - 龙兴园北区,11
2093,116.325409,40.05612,昌平 - 龙兴园南区,4
2094,116.4741,40.110146,昌平 - 鲁疃嘉园,25
2095,116.409051,40.117473,昌平 - 龙冠·冠华苑,16
2096,116.327690,40.077503,昌平 - 龙华园东区,4
2097,116.325154,40.076568,昌平 - 龙华园小区,1
2098,116.297749,40.075811,昌平 - 龙兴园西区,2
2099,116.337182,40.069161,昌平 - 龙博苑一区,10
2100,116.342202,40.069064,昌平 - 龙博苑二区,12
2101,116.303729,40.083483,昌平 - 龙城花园一期,4
2102,116.246733,40.198953,昌平 - 龙山华府,4
2103,116.320870,40.062350,昌平 - 龙兴园中区,2
2104,116.414767,40.062124,昌平 - 龙德紫金,8
2105,116.321421,40.07258,昌平 - 龙泽苑西区,1
2106,116.246242,40.152592,昌平 - 龙湖滟澜新宸,21
2107,116.323136,40.07493,昌平 - 龙华园西区,9
2108,116.331484,40.076768,昌平 - 龙腾苑三区,12
2109,116.337004,40.077522,昌平 - 龙腾苑二区,13
2110,116.337257,40.074575,昌平 - 龙腾苑五区,7
2111,116.334427,40.074245,昌平 - 龙腾苑六区,16
2112,116.342285,40.073411,昌平 - 龙腾苑四区,9
2113,116.352412,40.077553,昌平 - 龙跃苑一区,11
2114,116.35247,40.073319,昌平 - 龙跃苑三区,31
2115,116.327326,40.072974,昌平 - 龙泽苑东区,3
2116,116.358373,40.077134,昌平 - 龙跃苑东二区,3
2117,116.356823,40.072324,昌平 - 龙跃苑东五区,7
2118,116.356624,40.07452,昌平 - 龙跃苑东四区,18
2119,116.346983,40.077981,昌平 - 龙跃苑二区,14
2120,116.347579,40.073376,昌平 - 龙跃苑四区,45
2121,116.358844,40.088416,昌平 - 龙锦苑一区,9
2122,116.306214,40.116166,昌平 - 豆各庄新村,3
2123,116.396369,40.177890,昌平 - 龙脉温泉花园,9
2124,116.338553,40.084986,昌平 - 龙禧苑,2
2125,116.368857,40.087384,昌平 - 龙锦苑东二区,3
2126,116.373854,40.084554,昌平 - 龙锦苑东四区,6
2127,116.36962,40.082941,昌平 - 龙锦苑东三区,1
2128,116.356651,40.086952,昌平 - 龙锦苑二区,3
2129,116.402956,40.177485,昌平 - 龙脉花园,1
2130,116.473846,39.938452,朝阳 - 9号公寓,26
2131,116.475208,39.887299,朝阳 - CBD传奇,6
2132,116.454865,39.899101,朝阳 - CBD总部公寓,78
2133,116.468148,39.896566,朝阳 - A派公寓,51
2134,116.518882,39.923917,朝阳 - City one,3
2135,116.442461,39.958866,朝阳 - Master领寓,33
2136,116.479985,39.895874,朝阳 - Peking House首府,2
2137,116.454791,39.948734,朝阳 - SOHO北京公馆,176
2138,116.475883,39.906583,朝阳 - SOHO现代城,294
2139,116.335661,40.084303,昌平 - 龙禧苑三区,8
2140,116.450307,39.968028,朝阳 - UHN国际村,130
2141,116.463677,39.9553,朝阳 - US联邦公寓,109
2142,116.374241,40.086341,昌平 - 龙锦苑东五区,5
2143,116.419526,40.001613,朝阳 - 一瓶四和院,7
2144,116.448919,39.972463,朝阳 - 万方景轩,13
2145,116.477206,39.930495,朝阳 - 万科东第,6
2146,116.368195,40.08894,昌平 - 龙锦苑东一区,4
2147,116.47634,39.925361,朝阳 - 万科公园5号,11
2148,116.477080,39.926498,朝阳 - 万科公园五号,25
2149,116.462874,39.906021,朝阳 - 万科大都会,18
2150,116.346751,40.084979,昌平 - 龙锦苑四区,20
2151,116.486549,39.88543,朝阳 - 万科蓝山,23
2152,116.506190,39.936231,朝阳 - 万科金阳国际公寓,3
2153,116.592625,39.929802,朝阳 - 万象新天,211
2154,116.448685,39.904833,朝阳 - 万豪国际公寓,1
2155,116.412888,40.028668,朝阳 - 万科星园,103
2156,116.471469,39.910169,朝阳 - 万达广场,11
2157,116.438540,39.919458,朝阳 - 三丰里,68
2158,116.406108,40.037283,朝阳 - 万达大湖公馆,31
2159,116.457460,39.953931,朝阳 - 三源里南小街小区,23
2160,116.456882,39.953732,朝阳 - 三源里小区,55
2161,116.420925,39.989536,朝阳 - 三空间,12
2162,116.455294,39.937492,朝阳 - 三里屯,7
2163,116.453598,39.932254,朝阳 - 三里屯SOHO,155
2164,116.452421,39.943785,朝阳 - 三里屯北小街,14
2165,116.454507,39.938515,朝阳 - 三里屯北里,5
2166,116.453964,39.934650,朝阳 - 三里屯北里住宅区,11
2167,116.45566,39.928918,朝阳 - 三里屯南路,12
2168,116.45566,39.928918,朝阳 - 三里屯南里住宅区,1
2169,116.484933,39.970556,朝阳 - 上东8号,156
2170,116.505673,39.975798,朝阳 - 上东三角洲,10
2171,116.464618,40.009996,朝阳 - 上京新航线,216
2172,116.411197,40.025227,朝阳 - 上元君庭,72
2173,116.373387,40.019569,朝阳 - 上林世家,9
2174,116.589361,39.920276,朝阳 - 上线6号,1
2175,116.476641,39.902543,朝阳 - 下甸小区,1
2176,116.423997,40.050485,朝阳 - 世华泊郡,9
2177,116.448685,39.904833,朝阳 - 万豪国际,144
2178,116.455997,40.001247,朝阳 - 世安家园,32
2179,116.463553,39.899403,朝阳 - 世桥国贸公寓,60
2180,116.452234,39.917892,朝阳 - 世界城,220
2181,116.410684,39.982368,朝阳 - 世纪嘉园,64
2182,116.436899,39.992861,朝阳 - 世纪宝鼎,2
2183,116.431716,39.995099,朝阳 - 世纪村,6
2184,116.428673,39.995858,朝阳 - 世纪村西区,6
2185,116.404481,40.036045,朝阳 - 世纪龙祥嘉园,6
2186,116.551948,39.948043,朝阳 - 上东上品,1
2187,116.403339,40.034260,朝阳 - 世茂奥临花园,126
2188,116.460233,39.926665,朝阳 - 世茂宫园,98
2189,116.449403,39.935226,朝阳 - 世茂工三,96
2190,116.452511,39.915178,朝阳 - 世贸国际公寓,96
2191,116.495809,39.873406,朝阳 - 世纪东方嘉园,17
2192,116.606168,39.89926,朝阳 - 东一时区,5
2193,116.461098,39.880352,朝阳 - 东三环南路,4
2194,116.456313,39.934536,朝阳 - 东三里屯小区,13
2195,116.431702,39.988346,朝阳 - 世奥国际中心,4
2196,116.472661,39.992102,朝阳 - 东亚望京中心,4
2197,116.599839,39.907798,朝阳 - 东会新村,3
2198,116.498657,39.928344,朝阳 - 东八里庄北里,13
2199,116.490825,39.917659,朝阳 - 东八里庄西里,9
2200,116.413737,40.002322,朝阳 - 世纪龙都国际公寓,1
2201,116.48726,39.913542,朝阳 - 东区国际,91
