,lon,lat,name,number,location
1289,116.17758700000002,39.743443,房山 - 世茂维拉,38,房山
1290,116.14958,39.731418,房山 - 东关家园,3,房山
1291,115.962494,39.754044,房山 - 东风南里,11,房山
1292,116.01132,39.70740900000001,房山 - 中冶蓝城,5,房山
1293,116.188385,39.733762,房山 - 万科新里程,3,房山
1294,116.010541,39.713711,房山 - 中国铁建原香漫谷,5,房山
1295,116.672067,40.370369,怀柔 - 顶秀美泉小镇,4,怀柔
1296,116.190992,39.772009,房山 - 中国铁建国际花园,20,房山
1297,116.206845,39.762155,房山 - 中粮万科长阳半岛,61,房山
1298,115.98408,39.691332,房山 - 九洲兴达家园,7,房山
1299,116.188348,39.76969,房山 - 五和万科长阳天地,12,房山
1300,116.072383,39.645885,房山 - 京南嘉园,19,房山
1301,116.188385,39.733762,房山 - 京投万科新里程,4,房山
1302,115.98551100000002,39.703756,房山 - 仓房小区,3,房山
1303,116.159557,39.732892,房山 - 伟业嘉园,7,房山
1304,116.162653,39.73383,房山 - 伟业嘉园东里,3,房山
1305,116.191927,39.721161,房山 - 五矿铭品,10,房山
1306,116.147045,39.740712,房山 - 体育场路26号院,1,房山
1307,116.137487,39.730432,房山 - 供电局家属楼,1,房山
1308,115.971226,39.715285,房山 - 中国铁建原香小镇,32,房山
1309,115.98337,39.691752,房山 - 九洲兴达B区,2,房山
1310,116.151436,39.739419,房山 - 修造厂六区,2,房山
1311,115.989606,39.69383,房山 - 兴房东里,5,房山
1312,115.992225,39.695852,房山 - 兴房大街12号院,1,房山
1313,116.15345,39.741101,房山 - 修造厂花园巷二区,3,房山
1314,115.99083,39.6964,房山 - 兴房大街18号院,7,房山
1315,115.99416399999998,39.697349,房山 - 兴房苑,5,房山
1316,115.988341,39.691298,房山 - 农林路小区,15,房山
1317,116.159395,39.732286,房山 - 伟业嘉园西里,18,房山
1318,115.947017,39.739973,房山 - 凤凰亭北里,1,房山
1319,115.94426599999998,39.737411,房山 - 凤凰亭南里,1,房山
1320,116.123688,39.72121,房山 - 佳世苑小区,38,房山
1321,116.172055,39.766895,房山 - 加州水郡,25,房山
1322,116.164163,39.767187,房山 - 加州水郡Q酷,2,房山
1323,116.14815,39.740737,房山 - 体育场路6号院,1,房山
1324,116.17262,39.76731,房山 - 加州水郡一期,8,房山
1325,116.172055,39.766895,房山 - 加州水郡东区公寓,16,房山
1326,116.162492,39.767917,房山 - 加州水郡西区,138,房山
1327,116.164163,39.767187,房山 - 加州水郡二期,4,房山
1328,116.021505,39.704924,房山 - 化四家属楼,4,房山
1329,116.159924,39.765283,房山 - 加州水郡四期,7,房山
1330,116.16553,39.768034,房山 - 加州水郡三期,10,房山
1331,116.1433,39.735967,房山 - 北关东路,5,房山
1332,116.132541,39.739836,房山 - 北潞华家园,9,房山
1333,116.127755,39.739732,房山 - 北潞园,23,房山
1334,115.984167,39.707391,房山 - 北关东里,3,房山
1335,116.127113,39.738274,房山 - 北潞春,12,房山
1336,116.12764,39.73804000000001,房山 - 北潞春绿色生态小区,10,房山
1337,116.122375,39.73774,房山 - 北潞馨家园,8,房山
1338,116.129505,39.742198,房山 - 北潞冠家园,21,房山
1339,116.070996,39.729082,房山 - 千禧家园,11,房山
1340,116.144519,39.740563,房山 - 华典家园,1,房山
1341,116.125889,39.739955,房山 - 北潞芳,23,房山
1342,116.050292,39.627823,房山 - 华城家园,1,房山
1343,116.066158,39.672788,房山 - 北京城建琨廷,46,房山
1344,115.991487,39.69556,房山 - 南沿里,1,房山
1345,116.16433,39.755589,房山 - 原香小镇,16,房山
1346,116.030554,39.611682,房山 - 古桥镜水,2,房山
1347,116.141127,39.72433,房山 - 嘉瑞通小区,12,房山
1348,116.15113999999998,39.738629,房山 - 四合巷小区,10,房山
1349,115.98708,39.70542,房山 - 城关北里,13,房山
1350,115.985429,39.693265,房山 - 城关南里,15,房山
1351,116.214659,39.811686,房山 - 大宁山庄,12,房山
1352,116.079297,39.714544,房山 - 天恒乐活城,32,房山
1353,116.079297,39.714544,房山 - 天恒乐活城D5,1,房山
1354,116.222753,39.775381,房山 - 天泰新景家园,4,房山
1355,116.176335,39.74996,房山 - 天骄俊园,9,房山
1356,116.222753,39.775381,房山 - 天泰新景,1,房山
1357,116.120045,39.734265,房山 - 太平庄西里,1,房山
1358,115.97847,39.716072,房山 - 宏塔小区,26,房山
1359,116.218691,39.777331,房山 - 宜居园,7,房山
1360,116.14085,39.74052800000001,房山 - 宜春里,12,房山
1361,115.979385,39.716034,房山 - 富燕新村,16,房山
1362,116.170191,39.743429,房山 - 小西庄回迁楼,5,房山
1363,116.16407,39.762861,房山 - 天资璟庭,4,房山
1364,116.072138,39.650153,房山 - 山水汇豪,15,房山
1365,116.072138,39.650153,房山 - 山水汇豪苑,13,房山
1366,116.150653,39.75167800000001,房山 - 吴店西里,9,房山
1367,116.122756,39.733159,房山 - 太平庄东里,15,房山
1368,116.012803,39.705969,房山 - 府东里,6,房山
1369,116.206307,39.765941,房山 - 康泽佳苑,13,房山
1370,116.1216,39.725577,房山 - 建鑫园三里,1,房山
1371,116.204902,39.75759,房山 - 徜徉嘉园5号院,3,房山
1372,116.208547,39.755606,房山 - 徜徉嘉园8号院,8,房山
1373,116.18332,39.749713,房山 - 广阳城新区,4,房山
1374,116.070887,39.657603,房山 - 房山世界名园,21,房山
1375,116.210948,39.768746,房山 - 建邦华庭,4,房山
1376,115.983632,39.701832,房山 - 房山南大街小区,4,房山
1377,116.142151,39.749192,房山 - 拱辰北大街,2,房山
1378,116.142088,39.727909,房山 - 拱辰南大街,9,房山
1379,116.137445,39.733498,房山 - 拱辰星园,13,房山
1380,116.135093,39.74733300000001,房山 - 政通西里,7,房山
1381,116.14538799999998,39.747158,房山 - 政通路2号院,3,房山
1382,116.208531,39.755255,房山 - 徜徉集,4,房山
1383,116.137978,39.74434,房山 - 文水公寓,2,房山
1384,116.137978,39.74434,房山 - 文水家园,7,房山
1385,116.149902,39.724212,房山 - 文科龙苑,3,房山
1386,116.14451,39.73390300000001,房山 - 文化路小区,8,房山
1387,115.99209,39.697241,房山 - 新东关南里,3,房山
1388,116.169757,39.722853,房山 - 旭辉E天地公寓,26,房山
1389,116.149716,39.724395,房山 - 昊天嘉园,3,房山
1390,116.149626,39.73493300000001,房山 - 昊天温泉家园,12,房山
1391,116.136814,39.72817,房山 - 昊宏家园,9,房山
1392,116.136814,39.72817,房山 - 昊宏小区,3,房山
1393,116.059272,39.705283,房山 - 昊腾家园,3,房山
1394,116.07201,39.644502,房山 - 明峻嘉园,2,房山
1395,116.157244,39.749355,房山 - 明源北里,1,房山
1396,116.157486,39.747548,房山 - 明源南里,5,房山
1397,116.061535,39.715699,房山 - 星城北里,13,房山
1398,116.142737,39.740193,房山 - 拱辰大街小区,10,房山
1399,116.124998,39.722667,房山 - 曦城国际,6,房山
1400,116.12591,39.731838,房山 - 月华小区,4,房山
1401,115.962059,39.720922,房山 - 杏花东里,6,房山
1402,115.957924,39.720532,房山 - 杏花西里,58,房山
1403,116.148655,39.747215,房山 - 月华北大街,2,房山
1404,115.989111,39.69976,房山 - 槠榆树家园,6,房山
1405,116.170185,39.762148,房山 - 梧杖爱,14,房山
1406,116.064595,39.688702,房山 - 水墨林溪,16,房山
1407,116.190495,39.735698,房山 - 水碾屯小区,13,房山
1408,115.986921,39.698054,房山 - 永乐园三里,3,房山
1409,115.985271,39.699062,房山 - 永乐园小区,4,房山
1410,115.985371,39.689028,房山 - 永兴家园,5,房山
1411,115.986073,39.694885,房山 - 永兴达小区,8,房山
1412,115.981798,39.693479,房山 - 永安家园小区,1,房山
1413,115.964428,39.720734,房山 - 杰辉苑,18,房山
1414,116.152792,39.74716,房山 - 昊天大街17号院,3,房山
1415,115.981232,39.691058,房山 - 永安西里(房山),2,房山
1416,115.982154,39.694485,房山 - 永安西里北区,5,房山
1417,116.07134,39.652467,房山 - 汇豪山水华府,11,房山
1418,116.06971,39.672691,房山 - 沁慧园,11,房山
1419,116.0722,39.673796,房山 - 沁馥家园,2,房山
1420,116.181046,39.765445,房山 - 清雅小区,1,房山
1421,116.068271,39.671489,房山 - 沁园春景,19,房山
1422,116.217592,39.808896,房山 - 温庄子家园,4,房山
1423,116.062498,39.710458,房山 - 燕化星城,79,房山
1424,116.06823,39.711182,房山 - 燕化星城一里,11,房山
1425,116.062065,39.710194,房山 - 燕化星城三里,5,房山
1426,116.064011,39.710526,房山 - 燕化星城二里,13,房山
1427,116.05809,39.709518,房山 - 燕化星城四里,30,房山
1428,115.964967,39.753543,房山 - 燕山东风东里,1,房山
1429,115.98958600000002,39.707463,房山 - 燕房路小区,6,房山
1430,116.15886,39.726202,房山 - 玉竹园,37,房山
1431,116.0831,39.721784,房山 - 理工大学家属楼,2,房山
1432,116.066303,39.657537,房山 - 田家园,20,房山
1433,116.215861,39.768984,房山 - 熙悦山,13,房山
1434,116.065636,39.657988,房山 - 田家园一区,6,房山
1435,116.066921,39.65769,房山 - 田家园二区,1,房山
1436,116.06303,39.658057,房山 - 田家园新村,5,房山
1437,115.988952,39.688767,房山 - 矿机路小区,23,房山
1438,116.170185,39.762148,房山 - 碧桂园三期,5,房山
1439,116.165019,39.760494,房山 - 碧桂园小区A区,12,房山
1440,116.170264,39.760459,房山 - 碧桂园小区C区,3,房山
1441,116.167729,39.759544,房山 - 碧桂园温泉小区,27,房山
1442,116.179526,39.749742,房山 - 碧波园,7,房山
1443,116.179526,39.749742,房山 - 碧波园温泉家园,1,房山
1444,115.985253,39.688062,房山 - 祺兴缘家园,3,房山
1445,116.14753799999998,39.718496,房山 - 瑞雪春堂,82,房山
1446,115.983821,39.704125,房山 - 福星家园A区,13,房山
1447,115.98363,39.697667,房山 - 福星家园B区,2,房山
1448,115.9874,39.703484,房山 - 福胜家园,2,房山
1449,116.067916,39.642752,房山 - 窦店青年公寓,2,房山
1450,116.164058,39.754217,房山 - 绿地新都会国际花都,68,房山
1451,115.98397,39.69553,房山 - 管道局家属楼,17,房山
1452,116.073238,39.713534,房山 - 绿城百合北区,38,房山
1453,115.988058,39.703619,房山 - 福胜胡同,2,房山
1454,116.070233,39.70903,房山 - 绿城百合南区,44,房山
1455,116.075043,39.709167,房山 - 绿城百合南屏苑,4,房山
1456,116.072055,39.714568,房山 - 绿城百合叠翠苑,5,房山
1457,116.070233,39.70903,房山 - 绿城百合天风苑,4,房山
1458,116.073759,39.711751,房山 - 绿城百合春晓苑,4,房山
1459,116.077393,39.712273,房山 - 绿城百合栖霞苑,6,房山
1460,116.076451,39.711079,房山 - 绿城百合梦泉苑,5,房山
1461,116.076276,39.713479,房山 - 绿城百合流虹苑,3,房山
1462,116.073743,39.713245,房山 - 绿城百合玉泉苑,24,房山
1463,116.077393,39.712273,房山 - 绿城百合秋月苑,2,房山
1464,116.077393,39.712273,房山 - 绿城百合云栖苑,14,房山
1465,116.076758,39.709993,房山 - 绿城百合风荷苑,11,房山
1466,116.140396,39.727214,房山 - 罗府家园,16,房山
1467,115.973139,39.762212,房山 - 羊耳峪北里,5,房山
1468,115.966119,39.755841,房山 - 羊耳峪南里,1,房山
1469,115.969444,39.759512,房山 - 羊耳峪小区,8,房山
1470,115.96411100000002,39.762475,房山 - 羊耳峪西区,12,房山
1471,115.973139,39.762212,房山 - 羊耳峪里,10,房山
1472,116.155745,39.761987,房山 - 翠林漫步,14,房山
1473,116.063951,39.69013,房山 - 腾龙家园,17,房山
1474,116.142444,39.728485,房山 - 良中家属楼,2,房山
1475,116.128848,39.731112,房山 - 良乡西路,1,房山
1476,115.986605,39.690286,房山 - 良工佳苑,3,房山
1477,116.18307,39.76296,房山 - 芭蕾雨,2,房山
1478,116.18307,39.76296,房山 - 芭蕾雨悦都,28,房山
1479,116.125239,39.727854,房山 - 苏园小区,9,房山
1480,116.0722,39.71402,房山 - 绿城百合霁雪苑,4,房山
1481,116.120849,39.728072,房山 - 苏庄一里,11,房山
1482,116.119923,39.724042,房山 - 苏庄三里,4,房山
1483,116.12843,39.729401,房山 - 苏庄东街小区,1,房山
1484,116.125239,39.727854,房山 - 苏庄二里,34,房山
1485,116.142713,39.725767,房山 - 荣鹏花园,2,房山
1486,115.984474,39.62987,房山 - 莱恩小镇,3,房山
1487,115.983129,39.703797,房山 - 营房胡同,5,房山
1488,116.14288,39.751289,房山 - 蚕种厂小区,19,房山
1489,116.117438,39.729295,房山 - 蝶翠苑,5,房山
1490,116.146178,39.751236,房山 - 行宫一里,5,房山
1491,116.147733,39.749609,房山 - 行宫三里,16,房山
1492,116.14638,39.74822,房山 - 行宫二里,3,房山
1493,116.149062,39.751291,房山 - 行宫四里,13,房山
1494,116.14666,39.747692,房山 - 行宫小区,22,房山
1495,116.122029,39.724006,房山 - 西兰岛,21,房山
1496,115.951297,39.674241,房山 - 西山小镇,4,房山
1497,116.20829,39.753324,房山 - 西悦雅居,1,房山
1498,116.174019,39.773505,房山 - 西棕榈滩,7,房山
1499,116.135335,39.733345,房山 - 西潞东里,6,房山
1500,116.130424,39.733346,房山 - 西潞园一里,17,房山
1501,116.13358,39.735477,房山 - 西潞园三里,6,房山
1502,116.130005,39.735159,房山 - 西潞园二里,18,房山
1503,116.131658,39.733687,房山 - 西潞园四里,10,房山
1504,116.131929,39.734226,房山 - 西潞园小区,16,房山
1505,116.126482,39.729969,房山 - 西路南里,3,房山
1506,115.9532,39.732719,房山 - 迎风一里,16,房山
1507,115.95228,39.724185,房山 - 迎风三里,1,房山
1508,115.952557,39.729177,房山 - 迎风二里,5,房山
1509,115.964432,39.723221,房山 - 迎风六里,9,房山
1510,115.965635,39.7233,房山 - 迎风六里二区,2,房山
1511,115.957372,39.722951,房山 - 迎风五里,8,房山
1512,115.956908,39.724807,房山 - 迎风四里,22,房山
1513,115.952705,39.722377,房山 - 迎风西里,5,房山
1514,116.181109,39.724772,房山 - 远洋新仕界,1,房山
1515,116.180972,39.747153,房山 - 邑上公馆,1,房山
1516,116.217571,39.800163,房山 - 金域缇香,21,房山
1517,116.043894,39.596662,房山 - 金水家园,2,房山
1518,116.069321,39.668594,房山 - 金鑫苑,13,房山
1519,116.102076,39.739948,房山 - 金鸽园,5,房山
1520,116.072055,39.644511,房山 - 铂铭郡,3,房山
1521,116.220428,39.79788,房山 - 长景新园,22,房山
1522,116.138366,39.725075,房山 - 长虹小区,21,房山
1523,116.221704,39.777371,房山 - 长阳光和作用,3,房山
1524,116.206845,39.762155,房山 - 长阳半岛,92,房山
1525,116.217657,39.757066,房山 - 长阳国际城,37,房山
1526,116.172727,39.75314,房山 - 长阳家园,1,房山
1527,116.171118,39.769868,房山 - 长阳金桥国际公寓,6,房山
1528,116.19264,39.734099,房山 - 金地朗悦,21,房山
1529,116.21376200000002,39.807999,房山 - 长龙苑,11,房山
1530,116.159794,39.729755,房山 - 阳光邑上,20,房山
1531,116.139465,39.750394,房山 - 隆曦园,7,房山
1532,115.99187,39.69884,房山 - 青年南路小区,1,房山
1533,115.981268,39.696864,房山 - 靶场路小区,2,房山
1534,116.14612,39.72954,房山 - 韩建青春誌,2,房山
1535,115.950207,39.602001,房山 - 韩村河西小区,1,房山
1536,115.982427,39.70724000000001,房山 - 顺成嘉苑,2,房山
1537,116.14376,39.752983,房山 - 首创伊林郡,26,房山
1538,116.186268,39.773421,房山 - 首创新悦都,17,房山
1539,116.18137,39.721771,房山 - 首创紫悦台,5,房山
1540,116.216264,39.76286500000001,房山 - 首开熙悦山,56,房山
1541,116.169951,39.724663,房山 - 首开熙悦睿府书香,18,房山
1542,116.214516,39.76296,房山 - 首开熙悦双子座,21,房山
1543,115.946945,39.728062,房山 - 高家坡小区,3,房山
1544,116.158796,39.721566,房山 - 鸿顺园东区,26,房山
1545,116.149109,39.754848,房山 - 黄辛庄小区,1,房山
1546,116.037023,39.619002,房山 - 雅苑小区,1,房山
1547,115.942744,39.674694,房山 - 龙乡苑,1,房山
1548,116.36223,40.0669,昌平 - SOCO公社公寓,3,昌平
1549,116.153511,39.72176,房山 - 鸿顺园西区,18,房山
1550,116.306365,39.897837,昌平 - 七一宿舍,1,昌平
1551,116.326053,40.06634,昌平 - 万润家园,7,昌平
1552,116.36785,40.083494,昌平 - 上坡家园,2,昌平
1553,116.432043,40.11632700000001,昌平 - 东二旗新村,18,昌平
1554,116.341376,40.082134,昌平 - 东亚上北,25,昌平
1555,116.341376,40.082134,昌平 - 东亚上北中心,14,昌平
1556,116.331058,40.079399,昌平 - 东亚上北鑫座住宅,2,昌平
1557,116.41056,40.057965,昌平 - 东亚奥北北区,10,昌平
1558,116.411632,40.05457,昌平 - 东亚奥北南区,18,昌平
1559,116.243099,40.222784,昌平 - 东关二条小区,2,昌平
1560,116.242352,40.227199,昌平 - 东关北里,2,昌平
1561,116.155123,39.721941,房山 - 鸿顺园小区,47,房山
1562,116.343884,40.065076,昌平 - 东村家园,1,昌平
1563,116.281103,40.20582,昌平 - 中国铁建青秀尚城,6,昌平
1564,116.29351,40.07784,昌平 - 二拨子新村,2,昌平
1565,116.296899,40.145196,昌平 - 于辛家园,2,昌平
1566,116.328651,40.086584,昌平 - 云趣园一区,9,昌平
1567,116.254558,40.219094,昌平 - 亢山佳园,1,昌平
1568,116.35436,40.09031,昌平 - 京投银泰公园悦府,2,昌平
1569,116.330329,40.080922,昌平 - 云趣园三区,30,昌平
1570,116.314974,40.068945,昌平 - 住总万科金域华府,14,昌平
1571,116.31184,40.08265,昌平 - 佰嘉城,4,昌平
1572,116.23425,40.223515,昌平 - 佳莲·时代广场,2,昌平
1573,116.401477,40.045464,昌平 - 佳运园,2,昌平
1574,116.267533,40.117161,昌平 - 保利罗兰香谷,22,昌平
1575,116.247923,40.214678,昌平 - 东关南里,4,昌平
1576,116.282153,40.151094,昌平 - 兆丰家园,38,昌平
1577,116.247943,40.210407,昌平 - 京科苑,3,昌平
1578,116.228299,40.208738,昌平 - 公园6号,1,昌平
1579,116.243114,40.223863,昌平 - 东关二条,2,昌平
1580,116.412323,40.060234,昌平 - 公园两栋,5,昌平
1581,116.276538,40.202197,昌平 - 兴昌佳苑,5,昌平
1582,116.12936299999998,40.235528,昌平 - 兴隆小区,8,昌平
1583,116.401326,40.176909,昌平 - 典雅庄园,3,昌平
1584,116.40824,40.114581,昌平 - 冠雅苑,45,昌平
1585,116.449221,40.10183,昌平 - 北七佳园,15,昌平
1586,116.421473,40.129556,昌平 - 北亚花园,26,昌平
1587,116.304855,40.079212,昌平 - 北京人家,2,昌平
1588,116.407267,40.056289,昌平 - 北京北,59,昌平
1589,116.358283,40.101815,昌平 - 北京城建·畅悦居,15,昌平
1590,116.318027,40.077,昌平 - 冠庭园,2,昌平
1591,116.305733,40.113347,昌平 - 冠芳园,2,昌平
1592,116.418301,40.150363,昌平 - 北京太阳城,10,昌平
1593,116.450153,40.115573,昌平 - 八仙别墅公寓,5,昌平
1594,116.266808,40.230353,昌平 - 北京随园公寓,1,昌平
1595,116.290928,40.215006,昌平 - 北京风景,6,昌平
1596,116.291055,40.153555,昌平 - 北优soho,4,昌平
1597,116.418301,40.150363,昌平 - 北京太阳城二期,1,昌平
1598,116.34529,40.065203,昌平 - 北优家园,2,昌平
1599,116.335568,40.08434000000001,昌平 - 北店嘉园,2,昌平
1600,116.415116,40.057231,昌平 - 北方明珠大厦,40,昌平
1601,116.258519,40.162397,昌平 - 北街家园七区,3,昌平
1602,116.259608,40.16519,昌平 - 北街家园八区,1,昌平
1603,116.319633,40.075081,昌平 - 北郊农场,2,昌平
1604,116.259117,40.158764,昌平 - 北街家园六区,6,昌平
1605,116.316556,40.078703,昌平 - 北郊医院家属楼,2,昌平
1606,116.407707,40.116035,昌平 - 冠雅园,4,昌平
1607,116.366448,40.072893,昌平 - 华龙苑南里,3,昌平
1608,116.236389,40.213818,昌平 - 南环里,1,昌平
1609,116.242156,40.22033,昌平 - 力天嘉苑,1,昌平
1610,116.412622,40.059023,昌平 - 卢卡新天地,8,昌平
1611,116.41027,40.057145,昌平 - 合立方,23,昌平
1612,116.418632,40.106372,昌平 - 名佳花园三区,38,昌平
1613,116.421168,40.106997,昌平 - 名佳花园二区,1,昌平
1614,116.426894,40.10184,昌平 - 名佳花园四区,12,昌平
1615,116.422207,40.104942,昌平 - 名佳花园一区,20,昌平
1616,116.430519,40.10198,昌平 - 名流花园,23,昌平
1617,116.428981,40.102044,昌平 - 名流花园梅苑,4,昌平
1618,116.430108,40.10044600000001,昌平 - 名流花园欧风苑,9,昌平
1619,116.360028,40.085539,昌平 - 和谐家园一区,5,昌平
1620,116.369551,40.078382,昌平 - 华龙苑中里,4,昌平
1621,116.35807,40.082592,昌平 - 和谐家园二区,6,昌平
1622,116.291654,40.10303,昌平 - 回龙观史各庄,23,昌平
1623,116.311623,40.062554,昌平 - 回龙观新村,7,昌平
1624,116.314028,40.080141,昌平 - 国仕汇,8,昌平
1625,116.457506,40.153948,昌平 - 土沟新村,9,昌平
1626,116.324305,40.057367,昌平 - 天巢园,4,昌平
1627,116.23239,40.228729,昌平 - 天成苑,1,昌平
1628,116.439453,40.065467,昌平 - 天通东苑二区,4,昌平
1629,116.42842,40.073656,昌平 - 天通中苑,56,昌平
1630,116.431944,40.070154,昌平 - 天通公园里,14,昌平
1631,116.432572,40.065868,昌平 - 天通苑东一区,122,昌平
1632,116.440438,40.068261,昌平 - 天通苑东二区,91,昌平
1633,116.42842,40.073656,昌平 - 天通苑中苑,12,昌平
1634,116.417713,40.076687,昌平 - 天通苑北一区,100,昌平
1635,116.433144,40.076888,昌平 - 天通苑北三区,53,昌平
1636,116.424993,40.076844,昌平 - 天通苑北二区,63,昌平
1637,116.419385,40.063277,昌平 - 天通苑本一区,1,昌平
1638,116.389676,40.085575,昌平 - 回南家园,1,昌平
1639,116.419789,40.060125,昌平 - 天通苑本三区,48,昌平
1640,116.439411,40.072523,昌平 - 天通苑东三区,97,昌平
1641,116.42517,40.062613,昌平 - 天通苑本二区,3,昌平
1642,116.415188,40.065107,昌平 - 天通苑本五区,7,昌平
1643,116.424895,40.066008,昌平 - 天通苑本六区,7,昌平
1644,116.42517,40.062613,昌平 - 天通苑本四区,9,昌平
1645,116.407944,40.067343,昌平 - 天通苑西一区,12,昌平
1646,116.409424,40.077062,昌平 - 天通苑西三区,91,昌平
1647,116.409757,40.072539,昌平 - 天通苑西二区,201,昌平
1648,116.409433,40.072248,昌平 - 天通西苑二区,6,昌平
1649,116.375333,40.080599,昌平 - 天鑫家园,6,昌平
1650,116.37593,40.08094000000001,昌平 - 天鑫家园一期,6,昌平
1651,116.315783,40.08455,昌平 - 天露园一区,1,昌平
1652,116.259228,40.219847,昌平 - 宁馨苑,7,昌平
1653,116.294251,40.10435,昌平 - 尚城,31,昌平
1654,116.455774,40.113494,昌平 - 岭上新村,9,昌平
1655,116.284871,40.145552,昌平 - 巩华家园,26,昌平
1656,116.254612,40.222623,昌平 - 建安里小区,1,昌平
1657,116.223363,40.222358,昌平 - 建明里,1,昌平
1658,116.260038,40.171115,昌平 - 恒大幸福家园,21,昌平
1659,116.239471,40.200413,昌平 - 拓然家园,3,昌平
1660,116.23625,40.198421,昌平 - 拓然家苑,1,昌平
1661,116.399433,40.0392,昌平 - 招商嘉铭珑原,93,昌平
1662,116.403724,40.1817,昌平 - 富来宫温泉公寓,3,昌平
1663,116.238698,40.21993300000001,昌平 - 新新公寓,3,昌平
1664,116.29039,40.213167,昌平 - 新龙南邵住宅,1,昌平
1665,116.32326100000002,40.069169,昌平 - 新龙城,48,昌平
1666,116.332719,40.069253,昌平 - 新龙城二期,4,昌平
1667,116.252954,40.211602,昌平 - 昌盛园一区,1,昌平
1668,116.290008,40.10092,昌平 - 昌艺园,3,昌平
1669,116.409417,40.046922,昌平 - 明天第一城5号院,1,昌平
1670,116.407826,40.045945,昌平 - 明天第一城7号院,6,昌平
1671,116.409417,40.046922,昌平 - 明天第一城8号院,10,昌平
1672,116.41901,40.115844,昌平 - 望都家园,25,昌平
1673,116.413833,40.113932,昌平 - 望都新地,27,昌平
1674,116.309607,40.098555,昌平 - 朱辛庄新村,16,昌平
1675,116.309607,40.098555,昌平 - 朱辛庄新村南区,5,昌平
1676,116.266492,40.225533,昌平 - 果岭小镇,2,昌平
1677,116.33365,40.067206,昌平 - 新龙城三期,4,昌平
1678,116.457202,40.112808,昌平 - 柏林在线,30,昌平
1679,116.417818,40.117519,昌平 - 桃园公寓,2,昌平
1680,116.421473,40.118024,昌平 - 桃花苑住宅,1,昌平
1681,116.256727,40.211644,昌平 - 昌盛园二区,1,昌平
1682,116.243042,40.209933,昌平 - 水关新村,2,昌平
1683,116.340035,40.087978,昌平 - 流星花园一区,10,昌平
1684,116.232361,40.211305,昌平 - 永安里小区,5,昌平
1685,116.336281,40.08758,昌平 - 流星花园二区,6,昌平
1686,116.309607,40.098555,昌平 - 朱辛庄新村北区,5,昌平
1687,116.45737,40.10842,昌平 - 海德堡花园,1,昌平
1688,116.411849,40.057022,昌平 - 润枫欣尚,5,昌平
1689,116.33981,40.091344,昌平 - 流星花园三区,26,昌平
1690,116.243321,40.218491,昌平 - 清秀园北区,1,昌平
1691,116.400745,40.04285,昌平 - 溪城家园,25,昌平
1692,116.262167,40.209653,昌平 - 澜湾小区,3,昌平
1693,116.438141,40.088894,昌平 - 燕城苑小区,14,昌平
1694,116.347868,40.067757,昌平 - 泰华龙旗广场,7,昌平
1695,116.407528,40.105747,昌平 - 王府公寓,8,昌平
1696,116.397757,40.10682,昌平 - 王府园中园公寓,11,昌平
1697,116.390648,40.171,昌平 - 汤HOUSE公寓,1,昌平
1698,116.402347,40.10720300000001,昌平 - 王府花园,20,昌平
1699,116.289883,40.098524,昌平 - 珠江摩尔,2,昌平
1700,116.289883,40.098524,昌平 - 珠江摩尔公元,29,昌平
1701,116.292399,40.099252,昌平 - 珠江摩尔国际大厦,6,昌平
1702,116.287616,40.098242,昌平 - 珠江摩派,5,昌平
1703,116.220186,40.22282,昌平 - 琥珀郡公寓,4,昌平
1704,116.412097,40.127156,昌平 - 温泉花园,20,昌平
1705,116.352018,40.088588,昌平 - 田园风光雅苑,13,昌平
1706,116.25886,40.21226,昌平 - 畅春阁,2,昌平
1707,116.31184,40.08265,昌平 - 百嘉城,6,昌平
1708,116.35527,40.080669,昌平 - 矩阵,1,昌平
1709,116.355311,40.082102,昌平 - 矩阵三期,1,昌平
1710,116.23703700000002,40.215653,昌平 - 石坊院,4,昌平
1711,116.415701,40.052184,昌平 - 立城苑小区,8,昌平
1712,116.413617,40.052521,昌平 - 立水桥北里,4,昌平
1713,116.393748,40.107868,昌平 - 王府温馨公寓,8,昌平
1714,116.381307,40.079051,昌平 - 紫金新干线二期,4,昌平
1715,116.266236,40.219205,昌平 - 红石座,2,昌平
1716,116.379451,40.08071,昌平 - 紫金新干线,18,昌平
1717,116.445704,40.116192,昌平 - 羊各庄新村,37,昌平
1718,116.424692,40.105697,昌平 - 美树假日嘉园,4,昌平
1719,116.369361,40.073733,昌平 - 蓝天园,5,昌平
1720,116.275036,40.197569,昌平 - 融创长滩壹号,2,昌平
1721,116.287616,40.098242,昌平 - 珠江摩派国际,23,昌平
1722,116.309145,40.068654,昌平 - 融泽嘉园,88,昌平
1723,116.416954,40.118876,昌平 - 西湖新村,25,昌平
1724,116.202409,40.125778,昌平 - 翠北嘉园,5,昌平
1725,116.223274,40.228244,昌平 - 西环里,2,昌平
1726,116.235642,40.225478,昌平 - 邑上苑,2,昌平
1727,116.35527,40.080669,昌平 - 矩阵小区,20,昌平
1728,116.415327,40.124415,昌平 - 蓬莱公寓,10,昌平
1729,116.355246,40.081084,昌平 - 矩阵二期,1,昌平
1730,116.309095,40.065416,昌平 - 金域华府,4,昌平
1731,116.397028,40.178631,昌平 - 金科巴登假日,1,昌平
