,name,area,house_type,floor,price,url,average_price
0,朝阳 - 世安家园,78.0,2室1厅,3/6,5000,http://m.fang.com/zf/bj/JHAGT_388415658_68493257935d2b7fad6149888b785b0d_164866623.html,64.0
1,海淀 - 金沟河小区,75.0,2室1厅,5/6,4500,http://m.fang.com/zf/bj/JHAGT_389798285_6b74b68a558386b815886eea1e9884ee_163495188.html,60.0
2,顺义 - 后街花园,70.0,1室1厅,4/6,4200,http://m.fang.com/zf/bj/JHAGT_389290334_58f58aedfc27f6ddc7657abaf232dcee_163401595.html,60.0
3,海淀 - 永泰园,52.0,1室1厅,6/6,3500,http://m.fang.com/zf/bj/JHAGT_390705204_a54f7dc38f075eef28efaafd562aa3b7_165000580.html,67.0
4,通州 - 瑞都国际,66.0,1室1厅,27/28,4500,http://m.fang.com/zf/bj/JHAGT_390728656_d5c38b5eb8320d49571061c5eebc9ca4_165750984.html,68.0
5,朝阳 - 花家地西里三区,75.0,2室1厅,1/6,4400,http://m.fang.com/zf/bj/JHAGT_388414098_0d4f8f6c12e1fb442dfdf4c0ff74e329_164866623.html,58.0
6,丰台 - 韩庄子西里,70.0,1室1厅,3/22,4800,http://m.fang.com/zf/bj/JHAGT_390606584_dbf5d934079c8ea6e05a6ee0543c45de_165112321.html,68.0
7,顺义 - 双裕小区,75.0,2室1厅,5/6,4500,http://m.fang.com/zf/bj/JHAGT_390221036_e7559b58ee8db7cd2809e1a801d873ca_163401595.html,60.0
8,丰台 - 育芳园,60.0,2室1厅,4/6,4000,http://m.fang.com/zf/bj/JHAGT_389483681_84ebf1f976980f71859c3a281edac2b3_164146054.html,66.0
9,通州 - 新光大中心公寓,60.0,1室1厅,20/41,3300,http://m.fang.com/zf/bj/JHAGT_390466143_aa7f5b852801c38c6724915e16e74f9d_162575913.html,55.0
10,朝阳 - 花家地西里一区,68.0,2室1厅,1/6,4500,http://m.fang.com/zf/bj/JHAGT_388414025_9f41672eea5b9f30d1cfb11c244df687_164866623.html,66.0
11,丰台 - 三环新城,75.0,1室2厅,15/22,4500,http://m.fang.com/zf/bj/JHAGT_389483634_dd21978b22944f21e0cc24da5d96f40a_164146054.html,60.0
12,西城 - 广外车站西街15号院,50.0,1室1厅,6/6,3300,http://m.fang.com/zf/bj/JHAGT_390672309_f66ccb96924238cfcf603f0ae4199c4e_165268436.html,66.0
13,丰台 - 金都苑,60.0,1室1厅,18/28,3500,http://m.fang.com/zf/bj/JHAGT_390672406_fc462de75418bacc2e5d81c627138873_165268436.html,58.0
14,朝阳 - 育慧里,78.0,2室1厅,3/6,4000,http://m.fang.com/zf/bj/JHAGT_388317477_99f5558ed10f0cf9072d18db22de3a86_165876739.html,51.0
15,丰台 - 慧时欣园一期,73.0,1室1厅,13/24,4700,http://m.fang.com/zf/bj/JHAGT_389412125_74c08a64d96971d2c89dee43c8764b9d_165689958.html,64.0
16,朝阳 - 北京城建福润四季A区,65.0,1室1厅,14/20,3500,http://m.fang.com/zf/bj/JHAGT_390568762_78959c9fbc4142ecb48e95d7476c20c0_165693392.html,53.0
17,丰台 - 大红门南里,60.0,2室1厅,1/6,4100,http://m.fang.com/zf/bj/JHAGT_390044659_d11f0972d2bf43dd20f4258a6453e57a_165689958.html,68.0
18,朝阳 - 小关北里,76.0,1室1厅,3/6,5000,http://m.fang.com/zf/bj/JHAGT_390159241_fe3b44c3390dbecafd63b39d158ea063_165876739.html,65.0
19,顺义 - 怡馨家园,53.0,1室,17/18,3000,http://m.fang.com/zf/bj/JHAGT_389935813_fe812f04ac1544b44934e71153549eaa_164651104.html,56.0
20,顺义 - 东亚创展国际,61.0,1室1厅,3/13,4000,http://m.fang.com/zf/bj/JHAGT_390729292_541c239be0b770223b447efd1a87ebac_165821338.html,65.0
21,朝阳 - 艺水芳园,76.0,2室1厅,10/15,5200,http://m.fang.com/zf/bj/JHAGT_389909061_5afc9abf7a04ca2185f00056f3559c99_133013999.html,68.0
22,丰台 - 公园懿府,60.0,1室1厅,6/16,3800,http://m.fang.com/zf/bj/JHAGT_386178838_ff0076f89f918552bad782ee8451aa7e_164989788.html,63.0
23,朝阳 - 金泽家园,65.0,2室1厅,10/15,3400,http://m.fang.com/zf/bj/JHAGT_390729587_a4690cfa0eb60daadcbbd7456c393e43_165843098.html,52.0
24,丰台 - 育芳园,70.0,2室1厅,6/6,4500,http://m.fang.com/zf/bj/JHAGT_390397453_bf1403c17d216867d6dc617bb523c84a_164187721.html,64.0
25,海淀 - 翠微路甲9号院,72.0,2室1厅,10/24,5000,http://m.fang.com/zf/bj/JHAGT_389984221_3a1c0ee40405c02649a15e30550894dd_164692705.html,69.0
26,昌平 - 朱辛庄新村,25.0,3室1厅,3/6,1588,http://m.fang.com/zf/bj/JHAGT_390014237_d1779f493d19d9e2bba557cb4a97acb1_165920077.html,63.0
27,昌平 - 马连店家园,25.0,3室1厅,8/18,1666,http://m.fang.com/zf/bj/JHAGT_389903910_15cd21ef638305fdbc9e2b8e11121013_165920077.html,66.0
28,昌平 - 马连店家园,25.0,3室1厅,8/26,1566,http://m.fang.com/zf/bj/JHAGT_390018811_c9368b9ec051b80b2b199e7f6f18342a_165920077.html,62.0
29,大兴 - 天宝家园,70.0,2室1厅,6/6,4200,http://m.fang.com/zf/bj/JHAGT_390729980_e08c6dd5a57efecb02756afaa0673e6b_164677385.html,60.0
30,海淀 - 永泰西里,70.0,2室1厅,3/6,4700,http://m.fang.com/zf/bj/JHAGT_390416201_3eae04ce6d0b078187743d6aa21a7f25_165632355.html,67.0
31,顺义 - 绿地启航国际(顺义),70.0,1室1厅,3/12,4200,http://m.fang.com/zf/bj/JHAGT_389231898_dc039811cf5a1ecd13ef4422fd593b1d_165262089.html,60.0
32,顺义 - 裕祥花园,73.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_389247935_f4346276082c6437367e5e8b6de1f972_165262089.html,61.0
33,昌平 - 国仕汇,78.0,1室1厅,7/13,4350,http://m.fang.com/zf/bj/JHAGT_390653088_df66fea241a0584cb603c876d7bd62c8_165632355.html,55.0
34,丰台 - 角门东里,75.0,2室1厅,4/16,5200,http://m.fang.com/zf/bj/JHAGT_390730054_8faf405b67657581e4a0662c8f0a400c_165696686.html,69.0
35,通州 - 葵花社,65.0,1室1厅,16/17,4100,http://m.fang.com/zf/bj/JHAGT_390629010_adaab627d395282e4b69d9f419e14261_165807838.html,63.0
36,大兴 - 鸿坤理想城,58.0,1室1厅,4/15,3500,http://m.fang.com/zf/bj/JHAGT_390601958_10ffa53c7285600d5df7f2c1ccdc5a11_164679395.html,60.0
37,丰台 - 合顺家园,65.0,1室1厅,5/17,4000,http://m.fang.com/zf/bj/JHAGT_389494019_a85f9aee30e3668a0b7d9addcbe8dc58_164679395.html,61.0
38,丰台 - 南庭新苑,55.0,1室1厅,3/9,3600,http://m.fang.com/zf/bj/JHAGT_390382852_a0b360c710da0e473c6bb18377fa3321_164679395.html,65.0
39,朝阳 - 松榆东里,72.0,2室1厅,2/6,4800,http://m.fang.com/zf/bj/JHAGT_386718795_3f76804a4eb1bb960fa3438f22749fb1_162893730.html,66.0
40,朝阳 - 松榆西里,72.0,2室1厅,8/18,5000,http://m.fang.com/zf/bj/JHAGT_386720113_297d83ea0fb1db64b5338428a5123d37_162893730.html,69.0
41,朝阳 - 松榆西里,75.0,2室1厅,3/6,5000,http://m.fang.com/zf/bj/JHAGT_387296823_47b0889d9bebfcf08793fc868a2cf6ff_162893730.html,66.0
42,朝阳 - 通惠家园惠民园,65.0,1室1厅,12/28,4500,http://m.fang.com/zf/bj/JHAGT_390331332_bae97e74e7a0a88d6572a388401e398b_163516259.html,69.0
43,朝阳 - 柏林爱乐,68.0,1室1厅,5/11,4300,http://m.fang.com/zf/bj/JHAGT_390627656_de434c47a434353175df43b06e5bb559_164641423.html,63.0
44,东城 - 都市馨园,74.0,1室1厅,-1/6,4100,http://m.fang.com/zf/bj/JHAGT_390562796_22ff0f3921e0a287a32d5fb76b7a1d6a_160018791.html,55.0
45,朝阳 - 晨光家园,79.0,1室1厅,13/21,5100,http://m.fang.com/zf/bj/JHAGT_390307820_61c6d13a09d2f3ab4049b99c43856d6e_164617892.html,64.0
46,石景山 - 西下庄小区,62.0,2室1厅,2/5,3800,http://m.fang.com/zf/bj/JHAGT_388177432_0505dddcad1c42c5d42ddd4138236b13_165905729.html,61.0
47,丰台 - 顶秀欣园东苑,15.0,3室1厅,10/28,1000,http://m.fang.com/zf/bj/JHAGT_387484799_12d6e9c418ff6f899022a82babeb4fd9_160457855.html,66.0
48,丰台 - 顶秀欣园东苑,22.0,3室1厅,15/23,1300,http://m.fang.com/zf/bj/JHAGT_387832230_6a1f4d76f905f072478fc5c0f17bdd4c_160457855.html,59.0
49,丰台 - 政馨园,23.0,3室1厅,15/23,1300,http://m.fang.com/zf/bj/JHAGT_387833496_7d780755167e97297f4af9f875917016_160457855.html,56.0
50,丰台 - 鑫兆雅园,23.0,3室1厅,12/23,1200,http://m.fang.com/zf/bj/JHAGT_387834961_69da6dfd38654c6789cc11d6a6e95125_160457855.html,52.0
51,丰台 - 红狮家园,18.0,3室1厅,15/23,1200,http://m.fang.com/zf/bj/JHAGT_388058275_f41a65e919ce25777e4b2e15a45cc313_160457855.html,66.0
52,丰台 - 怡和世家,55.0,1室1厅,15/23,3800,http://m.fang.com/zf/bj/JHAGT_388060496_667fd8216c8bb62054e60d2f291911c5_160457855.html,69.0
53,丰台 - 顶秀金石家园,25.0,3室1厅,12/28,1600,http://m.fang.com/zf/bj/JHAGT_388522370_49666dbbab9652a4c17a0b9d347113f0_160457855.html,64.0
54,海淀 - 中关园,68.0,2室1厅,6/6,3500,http://m.fang.com/zf/bj/JHAGT_390594542_61129b41487faac507dd1b9b81201e63_164735989.html,51.0
55,丰台 - 青塔秀园,63.0,1室1厅,4/6,3800,http://m.fang.com/zf/bj/JHAGT_390252459_7a2d15403d725264e7f46e2e1a0f12ee_165177591.html,60.0
56,通州 - 蓝调沙龙,65.0,1室1厅,3/6,3800,http://m.fang.com/zf/bj/JHAGT_390444944_c46b7ad7f3bcb62e2eecff15ff0e40ae_165807838.html,58.0
57,通州 - 通典铭居,69.0,1室1厅,5/14,4200,http://m.fang.com/zf/bj/JHAGT_390490641_e1f6276b87a385b18037adf8272395f6_165816803.html,60.0
58,通州 - 天桥湾小区,50.0,1室1厅,2/6,2700,http://m.fang.com/zf/bj/JHAGT_390490779_c2eb9904d369721524415c2fde10e14d_165816803.html,54.0
59,通州 - 世纪星城长城国际,49.0,1室1厅,22/22,3300,http://m.fang.com/zf/bj/JHAGT_390491038_ea76ed643d34662cbbc35876535c417d_165816803.html,67.0
60,通州 - 巴克寓所,53.0,1室1厅,5/11,3600,http://m.fang.com/zf/bj/JHAGT_390491227_ce5f15312f7cd1fbd1308d0c93f5e969_165816803.html,67.0
61,通州 - 世纪星城长城国际,53.0,1室1厅,13/22,3200,http://m.fang.com/zf/bj/JHAGT_390498227_8a60a35e0600788266dedb0f96187b43_165816803.html,60.0
62,通州 - 北苑55号院,65.0,2室1厅,4/6,3400,http://m.fang.com/zf/bj/JHAGT_390498282_559294664c4c6e29fd32ce421657c68e_165816803.html,52.0
63,通州 - 天桥湾小区,50.0,1室1厅,5/6,2800,http://m.fang.com/zf/bj/JHAGT_390488926_c2eb9904d369721524415c2fde10e14d_165816803.html,56.0
64,通州 - 北苑55号院,70.0,2室1厅,0/5,3800,http://m.fang.com/zf/bj/JHAGT_390488960_aab1c6e823d8618ee6dd68f2d59ecf62_165816803.html,54.0
65,昌平 - 天通苑西三区,15.0,3室1厅,2/6,900,http://m.fang.com/zf/bj/JHAGT_390615911_817ff8735ec65d2e6d9ea818301b7fd6_165928023.html,60.0
66,朝阳 - 东坝福园,65.0,2室1厅,8/21,4500,http://m.fang.com/zf/bj/JHAGT_388937653_34f6ba80025ab0a8c052346e804eb127_165880016.html,69.0
67,海淀 - 唐家岭,18.0,3室1厅,8/18,1000,http://m.fang.com/zf/bj/JHAGT_390732748_920d26f5ebfdc32d88a5d74ee72bbe1b_165941318.html,55.0
68,朝阳 - 西坝河东里,60.0,1室1厅,1/3,3500,http://m.fang.com/zf/bj/JHAGT_383800980_63384804caf24514a2fbc457067fee02_165880016.html,58.0
69,昌平 - 朱辛庄新村,15.0,3室1厅,3/6,900,http://m.fang.com/zf/bj/JHAGT_390732745_e20a7db059b827c38d6d01db9e4dccbe_165941318.html,60.0
70,海淀 - 永泰西里,70.0,2室1厅,6/6,3600,http://m.fang.com/zf/bj/JHAGT_390732927_3eae04ce6d0b078187743d6aa21a7f25_165807351.html,51.0
71,昌平 - 龙兴园北区,15.0,2室1厅,3/6,850,http://m.fang.com/zf/bj/JHAGT_390400160_ebfd94a7565ff688f9472193ed3e069e_164996422.html,56.0
72,昌平 - 朱辛庄新村南区,15.0,3室1厅,6/10,800,http://m.fang.com/zf/bj/JHAGT_390401650_67f18f00f3be2047db919c02588d7364_164996422.html,53.0
73,昌平 - 新龙城,15.0,4室1厅,3/6,1000,http://m.fang.com/zf/bj/JHAGT_390402110_ce756cb4431eba337dcbfc8a9f81ea1a_164996422.html,66.0
74,昌平 - 龙兴园北区,12.0,2室1厅,3/6,800,http://m.fang.com/zf/bj/JHAGT_390436203_d8ed7a2f01ff014780d420432a9946ac_164996422.html,66.0
75,昌平 - 二拨子新村,15.0,3室1厅,3/6,1000,http://m.fang.com/zf/bj/JHAGT_390732730_00f9b271a3cbbc6b3179cf48c200d9d0_165941318.html,66.0
76,通州 - 靓景明居,65.0,1室1厅,2/6,3500,http://m.fang.com/zf/bj/JHAGT_390248143_ee2686cb98bae3da8fa2ab306f9c9760_165109885.html,53.0
77,昌平 - 紫金新干线,18.0,3室1厅,3/6,1000,http://m.fang.com/zf/bj/JHAGT_390732675_fb03313552cbf157d6aa1fbbeac2033f_165941318.html,55.0
78,海淀 - 沁春家园,30.0,4室1厅,19/21,2000,http://m.fang.com/zf/bj/JHAGT_389734192_bf42a57daa943b19fea574dab17f134f_165929013.html,66.0
79,朝阳 - 东泽园,76.0,2室1厅,5/21,4900,http://m.fang.com/zf/bj/JHAGT_390496944_7fa8005fc804922f5c75cd1854b4dc92_165854294.html,64.0
80,昌平 - 融泽嘉园,15.0,3室1厅,15/29,1000,http://m.fang.com/zf/bj/JHAGT_390732660_f677e5b1d4e870619284ff3522c60dbc_165941318.html,66.0
81,海淀 - 温泉凯盛家园,60.0,1室1厅,6/15,3300,http://m.fang.com/zf/bj/JHAGT_387969474_46aa4c3065313dfc3830fbfa4119bf5c_164007237.html,55.0
82,昌平 - 龙兴园北区,15.0,2室1厅,3/6,850,http://m.fang.com/zf/bj/JHAGT_390731784_ebfd94a7565ff688f9472193ed3e069e_164996422.html,56.0
83,海淀 - 尚峰尚水,18.0,4室1厅,4/6,1200,http://m.fang.com/zf/bj/JHAGT_390731433_69874e277c4c7bae68d9f635d0b17847_164996422.html,66.0
84,昌平 - 朱辛庄新村,20.0,3室1厅,4/6,1100,http://m.fang.com/zf/bj/JHAGT_390731181_c89da37d75d63e675f6b07d420e1821c_165244242.html,55.0
85,海淀 - 大牛坊回迁房,18.0,3室1厅,7/16,1000,http://m.fang.com/zf/bj/JHAGT_390732546_d031ef7f2d916c292dd99c332b0d91aa_165941318.html,55.0
86,大兴 - 荣京丽都,72.0,2室1厅,6/19,4100,http://m.fang.com/zf/bj/JHAGT_390653328_4beb061c55ffe8df9c727183d15bee64_165583265.html,56.0
87,丰台 - 韩庄子西里,69.0,1室1厅,3/22,4800,http://m.fang.com/zf/bj/JHAGT_390309947_4a68af53a0c58029d32026af5ee96449_165643301.html,69.0
88,通州 - 久居雅园,50.0,1室1厅,9/12,3000,http://m.fang.com/zf/bj/JHAGT_389799524_10dad8fa4077560f9b77e36289b998c5_165254446.html,60.0
89,海淀 - 东馨园,20.0,3室1厅,3/6,1300,http://m.fang.com/zf/bj/JHAGT_390731162_e543090c90fbe6cd30b39475373ac32a_165244242.html,65.0
90,海淀 - 西山国际城,70.0,1室1厅,5/6,4200,http://m.fang.com/zf/bj/JHAGT_390734274_c03b9557cd8316353decab9967675f26_164363668.html,60.0
91,朝阳 - 柏林爱乐,65.0,1室1厅,14/22,4500,http://m.fang.com/zf/bj/JHAGT_390734533_8c581b10f4751859358ec8b126e49d26_165844180.html,69.0
92,朝阳 - 电建北院,74.0,2室1厅,3/7,5000,http://m.fang.com/zf/bj/JHAGT_390349861_116f6d9ac46616b15e759089f1797514_164617892.html,67.0
93,门头沟 - 京汉铂寓门头沟,65.0,2室1厅,7/27,3400,http://m.fang.com/zf/bj/JHAGT_390621673_6bc01cd1ee7bdbc7a845579cd4547ca5_165783726.html,52.0
94,朝阳 - 世豪花园,71.0,2室1厅,2/2,3800,http://m.fang.com/zf/bj/JHAGT_390735884_467b9bea3407c7227fd60104fe7dc1cb_133006429.html,53.0
95,丰台 - 石榴庄小区,65.0,2室1厅,2/6,4000,http://m.fang.com/zf/bj/JHAGT_390735861_7fe264b87a5eca531e60ccf47c487a58_164972417.html,61.0
96,石景山 - 中海金石公馆,79.0,2室1厅,3/20,5100,http://m.fang.com/zf/bj/JHAGT_390603460_5ede1878c523a3e3cd794ad923f444eb_165257780.html,64.0
97,通州 - 长城国际,53.0,1室1厅,15/30,3700,http://m.fang.com/zf/bj/JHAGT_390322070_52aaa7de99ebd757a9a8b1a13f06f580_165109885.html,69.0
98,通州 - 瑞都国际,67.0,1室1厅,20/22,4500,http://m.fang.com/zf/bj/JHAGT_390544340_0e3a498ee01ace7323dc4f8e2a54d2db_165109885.html,67.0
99,海淀 - 永旺家园,65.0,1室1厅,4/10,4500,http://m.fang.com/zf/bj/JHAGT_390025850_0d93656370d06131f35edf51f63bc783_165607823.html,69.0
100,海淀 - 裕隆新村,56.0,1室1厅,6/6,3000,http://m.fang.com/zf/bj/JHAGT_390029594_1a93ed9809a3b5b820a9e5ff2b160baa_165607823.html,53.0
101,海淀 - 大牛坊回迁房,75.0,2室1厅,9/15,4400,http://m.fang.com/zf/bj/JHAGT_390031374_07bd84ddcba4ddbd27e33a32e1124416_165607823.html,58.0
102,海淀 - 永旺家园,56.0,1室1厅,5/10,3800,http://m.fang.com/zf/bj/JHAGT_387959263_d3a639adfe8961a06fa34781f9c2492e_165607823.html,67.0
103,海淀 - 百旺新城景和园,18.0,3室1厅,2/6,1200,http://m.fang.com/zf/bj/JHAGT_386915155_059ace471e2ebed6296d04ca2cf8f6e8_163972541.html,66.0
104,大兴 - 上海沙龙,44.0,1室1厅,2/9,3000,http://m.fang.com/zf/bj/JHAGT_387133617_32fe15aa7209162820da9532361e1b3c_165783689.html,68.0
105,大兴 - 阳光星苑,66.0,2室1厅,4/19,4500,http://m.fang.com/zf/bj/JHAGT_382970592_781f2cf5581f55dee098b0f5a2adb937_164989788.html,68.0
106,房山 - 长阳半岛,42.0,1室1厅,5/9,2300,http://m.fang.com/zf/bj/JHAGT_390689178_81104fe6415f7a8a47b0a406529e3e18_164634992.html,54.0
107,大兴 - 清逸园,68.0,2室1厅,4/6,4200,http://m.fang.com/zf/bj/JHAGT_390362817_16259bc0b7b50edc9460585cedd2980a_165888406.html,61.0
108,朝阳 - 金隅康惠园,72.0,2室1厅,16/29,4200,http://m.fang.com/zf/bj/JHAGT_390606271_d1298e3a15e07a1c0522cb985273026a_165869885.html,58.0
109,通州 - 云景里,47.0,1室1厅,12/12,2700,http://m.fang.com/zf/bj/JHAGT_389729824_c89e054608366974fad3548d7dd1d7e1_165254446.html,57.0
110,通州 - 红旗家属院,73.0,3室1厅,2/6,4500,http://m.fang.com/zf/bj/JHAGT_390106080_e0f57ed43f5bd684543d154e533e97ac_165177537.html,61.0
111,朝阳 - 呼家楼北街,65.0,2室1厅,10/18,4000,http://m.fang.com/zf/bj/JHAGT_390315241_804bb677e8e01167dcaa129dad0aee24_164800724.html,61.0
112,石景山 - 古城西路小区,65.0,2室1厅,2/6,4000,http://m.fang.com/zf/bj/JHAGT_386468750_20a6e33b1a1612c066e9f0caf38b22fc_164262418.html,61.0
113,石景山 - 中海长安雅苑,75.0,2室1厅,12/20,4500,http://m.fang.com/zf/bj/JHAGT_386481849_b74c779c220fab57572f0d0eb237588c_164262418.html,60.0
114,石景山 - 八角南里,65.0,2室1厅,2/6,4200,http://m.fang.com/zf/bj/JHAGT_386483051_89cfc86cc90462b6938550f0f7e0272f_164262418.html,64.0
115,丰台 - 育芳园,79.0,2室1厅,6/6,5500,http://m.fang.com/zf/bj/JHAGT_390698281_bfe6fa1420f1a944cf4c65918e5039f0_164187721.html,69.0
116,丰台 - 欣园铁路小区,58.0,1室1厅,5/6,3500,http://m.fang.com/zf/bj/JHAGT_390740153_66ee6b756ec0e81568e4c07082369f75_164539089.html,60.0
117,海淀 - 安河家园,20.0,3室1厅,2/6,1300,http://m.fang.com/zf/bj/JHAGT_387399334_b84eb5789444c9a277df70ac3b7fefe5_165696763.html,65.0
118,朝阳 - 花家地北里,75.0,2室1厅,2/6,4900,http://m.fang.com/zf/bj/JHAGT_388415505_3af73172198185f1297662bfd1a8fc27_164866623.html,65.0
119,丰台 - 韩庄子西里,70.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_390680843_36a103a61b9342bbc4a4ba90374bf79a_164694942.html,64.0
120,昌平 - 国仕汇,75.0,2室1厅,12/13,4600,http://m.fang.com/zf/bj/JHAGT_389511278_5f5140fd42fa9814dd96b4c31b2b21e9_165173690.html,61.0
121,朝阳 - 佳兴园,30.0,3室1厅,10/23,2000,http://m.fang.com/zf/bj/JHAGT_388165307_838d359a2b43dc87b8a087a48f4fbd7b_165927166.html,66.0
122,通州 - 旗舰凯旋,65.0,1室1厅,6/6,4020,http://m.fang.com/zf/bj/JHAGT_390399871_d839450b22a94d0959e11ec792c05b44_165298930.html,61.0
123,丰台 - 莲怡园一区,65.0,1室1厅,3/24,3800,http://m.fang.com/zf/bj/JHAGT_389690095_3c69b45578184ee1c87c3904b2c692ab_164517494.html,58.0
124,海淀 - 永泰东里,68.0,2室1厅,2/6,4600,http://m.fang.com/zf/bj/JHAGT_390688249_b893f06216d3884b4316cbbba02dc3cb_164593034.html,67.0
125,海淀 - 西山国际城,70.0,1室1厅,0/6,4100,http://m.fang.com/zf/bj/JHAGT_390117587_c03b9557cd8316353decab9967675f26_160142469.html,58.0
126,海淀 - 温泉镇老年人医院家属楼,65.0,2室1厅,2/6,3500,http://m.fang.com/zf/bj/JHAGT_386639899_1beec25211bdba76a1800855ba104059_164458557.html,53.0
127,丰台 - 芳泽园,55.0,1室1厅,12/18,3800,http://m.fang.com/zf/bj/JHAGT_388306898_144308cea4d31f0ea8cdbb2f183d866a_165334029.html,69.0
128,昌平 - 兆丰家园,55.0,1室1厅,9/16,3200,http://m.fang.com/zf/bj/JHAGT_388540738_251891a94a67a90054e63cf81262842e_165881240.html,58.0
129,昌平 - 天通苑西一区,26.0,2室1厅,3/12,1700,http://m.fang.com/zf/bj/JHAGT_385469634_1dfbefcc1ed3355170f69add8c3f6edf_165887087.html,65.0
130,通州 - 定海园,30.0,3室1厅,2/10,1700,http://m.fang.com/zf/bj/JHAGT_381598014_e162c3e2cd315f95d90c7e1574d459b6_165715798.html,56.0
131,通州 - 次渠嘉园,50.0,1室1厅,6/27,3000,http://m.fang.com/zf/bj/JHAGT_387051053_5070a4131f5bf5e68e88db5d0c2286a9_165715798.html,60.0
132,海淀 - 玉海园,60.0,1室1厅,4/6,4000,http://m.fang.com/zf/bj/JHAGT_390522173_1f594b83effa3895b7ee26d58e6a7478_165916724.html,66.0
133,顺义 - 建新南区,54.0,1室1厅,2/6,2800,http://m.fang.com/zf/bj/JHAGT_389825628_7a0f5f7fa7d8f65d6cd4ff794519f603_163649345.html,51.0
134,朝阳 - 延静西里,70.0,2室1厅,1/6,4800,http://m.fang.com/zf/bj/JHAGT_390622139_6a26306b9774414745a33e80552ac75d_165258662.html,68.0
135,通州 - 新光大中心公寓,53.0,1室1厅,10/42,3500,http://m.fang.com/zf/bj/JHAGT_390465982_6a127600fd0d08841e7b0817f678d393_162575913.html,66.0
136,丰台 - 南庭新苑,58.0,1室1厅,4/6,3700,http://m.fang.com/zf/bj/JHAGT_390745172_2c82fede5da3108f2e61b30b09ee4c25_165849296.html,63.0
137,海淀 - 永金里,75.0,2室1厅,5/6,5200,http://m.fang.com/zf/bj/JHAGT_390560255_9116f7ff1aa7c5b4f3974e35265aa02d_165654886.html,69.0
138,海淀 - 金沟河小区,65.0,2室1厅,2/6,4200,http://m.fang.com/zf/bj/JHAGT_387565793_597543d84257abd51f86f78690ab849e_165632859.html,64.0
139,海淀 - 玉泉路16号院,75.0,2室1厅,2/6,4600,http://m.fang.com/zf/bj/JHAGT_387710630_8df064f63e1be9a7796e693fc1984151_165632859.html,61.0
140,顺义 - 裕祥花园,73.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_389295159_f4346276082c6437367e5e8b6de1f972_163401595.html,61.0
141,顺义 - 东亚创展国际,61.0,1室1厅,6/13,3800,http://m.fang.com/zf/bj/JHAGT_390265962_541c239be0b770223b447efd1a87ebac_163401595.html,62.0
142,朝阳 - 瑞祥里,65.0,1室1厅,5/6,3800,http://m.fang.com/zf/bj/JHAGT_390746028_e09b08d85dfdc975300a57dddbee09e1_160551690.html,58.0
143,朝阳 - 延静东里,70.0,2室1厅,15/29,3800,http://m.fang.com/zf/bj/JHAGT_389567685_0088f2ad36084b5a8dbf067bae3f9f2c_164800724.html,54.0
144,通州 - 加华印象街,12.0,3室1厅,5/11,650,http://m.fang.com/zf/bj/JHAGT_390153707_372cbd4e0b712ad37a0d6af4390fd54e_163946737.html,54.0
145,通州 - 武夷花园水仙园,15.0,3室1厅,2/6,850,http://m.fang.com/zf/bj/JHAGT_390153738_4821090cdbbcd77e5fbe8d31219678b7_163946737.html,56.0
146,西城 - 三里河一区,70.0,1室1厅,18/20,4500,http://m.fang.com/zf/bj/JHAGT_390746254_338c70ad4a9bb532b4a3aaf0de392cb2_165278524.html,64.0
147,房山 - 长阳光和作用,55.0,1室1厅,11/16,2900,http://m.fang.com/zf/bj/JHAGT_390746634_b53407e10dc8c11941fa86c6abdc2550_165807146.html,52.0
148,朝阳 - 朝丰家园,77.0,2室1厅,10/18,5000,http://m.fang.com/zf/bj/JHAGT_389849272_8f8af028d988ce0eda0c29f1c126cdef_165928803.html,64.0
149,海淀 - 永旺家园,75.0,2室1厅,8/12,4500,http://m.fang.com/zf/bj/JHAGT_390748710_562f4a0a3478dccd603805b2ed0d3380_165616890.html,60.0
150,房山 - 五和万科长阳天地,50.0,1室1厅,9/21,2600,http://m.fang.com/zf/bj/JHAGT_390748945_2c2e3895330dc6f103687963b51c6e23_165881976.html,52.0
151,通州 - 杨庄11号院,67.0,2室1厅,2/6,4400,http://m.fang.com/zf/bj/JHAGT_390611481_3259e06d935edfcb6c48d9c1b147fcf1_163489793.html,65.0
152,朝阳 - 金泽家园,65.0,1室1厅,5/15,3700,http://m.fang.com/zf/bj/JHAGT_389482510_b82d44736a95403659c3ce68cb499b26_165843091.html,56.0
153,大兴 - 天宝家园,70.0,2室1厅,6/6,4200,http://m.fang.com/zf/bj/JHAGT_390750011_e08c6dd5a57efecb02756afaa0673e6b_164677385.html,60.0
154,朝阳 - 坝鑫家园,60.0,1室1厅,4/17,3800,http://m.fang.com/zf/bj/JHAGT_390750250_5b690d7f69c172f0a38ba1e3a0f90718_165854294.html,63.0
155,朝阳 - 光辉里小区,68.0,2室1厅,11/14,3500,http://m.fang.com/zf/bj/JHAGT_390750278_210c40f363313b156e6e8939fa84ab5c_165247556.html,51.0
