,name,area,house_type,floor,price,url,average_price
313,丰台 - 东营里5号院,70.0,2室1厅,3/6,4100,http://m.fang.com/zf/bj/JHAGT_389964796_811d614f7c6dc40a79a7b8e765aa7df6_165915722.html,58.0
314,通州 - 金隅自由筑公寓,54.0,1室1厅,3/7,2800,http://m.fang.com/zf/bj/JHAGT_390623245_fca2d248a3c53ca41233f96e395f9302_164998934.html,51.0
315,昌平 - 东二旗新村,65.0,1室1厅,9/15,3500,http://m.fang.com/zf/bj/JHAGT_390462439_2e1bdd1f84d475ef3f466a2a0f6d51c9_165728966.html,53.0
316,丰台 - 政馨家园,35.0,4室2厅,14/22,2100,http://m.fang.com/zf/bj/JHAGT_390748843_eb0176331c064c15194324ad6d7cd43a_164733378.html,60.0
317,顺义 - 建新南区,42.0,1室1厅,4/6,2900,http://m.fang.com/zf/bj/JHAGT_389077107_4ae451fc882b33bd02532670e46b8128_165851465.html,69.0
318,海淀 - 海澜中苑,78.0,2室1厅,4/6,4800,http://m.fang.com/zf/bj/JHAGT_389607348_f8c853d1776bfd95586202649185f344_164606081.html,61.0
319,大兴 - 德茂小区,73.0,2室1厅,3/6,3800,http://m.fang.com/zf/bj/JHAGT_383579334_14781cedc8b174fd07eafb62b4834a71_165817540.html,52.0
320,大兴 - 大城小镇,60.0,1室1厅,1/11,3500,http://m.fang.com/zf/bj/JHAGT_388864094_6be94602e5fc282aebac45372e133d7d_165817540.html,58.0
321,朝阳 - 首开知语城,50.0,4室1厅,12/16,3400,http://m.fang.com/zf/bj/JHAGT_388932013_e0076f4880db2618e8add624112cd2e7_160542193.html,68.0
322,朝阳 - 京旺家园,60.0,1室1厅,5/11,4000,http://m.fang.com/zf/bj/JHAGT_387745999_9c71caac7139f66e9019205ae525bb06_162252134.html,66.0
323,通州 - 京贸国际城,60.0,1室1厅,12/30,3100,http://m.fang.com/zf/bj/JHAGT_388201823_4759980b79bb3956765c2a88e70b7a08_165852997.html,51.0
324,朝阳 - 团结湖北三条,65.0,2室1厅,4/6,4300,http://m.fang.com/zf/bj/JHAGT_389457825_04a497e4c1aa4a0c2008fe42543c6eab_164693114.html,66.0
325,朝阳 - 远洋一方,60.0,1室1厅,19/21,3900,http://m.fang.com/zf/bj/JHAGT_389522484_5bd5534cbbd6c7f137f5fcf8df2e116c_165886506.html,65.0
326,顺义 - 宝龙国际公寓,60.0,1室1厅,12/12,3500,http://m.fang.com/zf/bj/JHAGT_388113519_fc491b896413cfb3e60890ef5ea2992b_165750897.html,58.0
327,顺义 - 绿地启航国际(顺义),70.0,2室1厅,6/13,3800,http://m.fang.com/zf/bj/JHAGT_390310059_33bbebc177d486edf4c1a7dcda75c215_165750897.html,54.0
328,朝阳 - 人民日报社家属区,72.0,2室1厅,2/16,4800,http://m.fang.com/zf/bj/JHAGT_390797278_1071fd5c815fc3f99d7c2eb36582cdf5_165258662.html,66.0
329,昌平 - 蓝天园,74.0,2室1厅,3/6,4300,http://m.fang.com/zf/bj/JHAGT_388177926_e4c348031a4c8baa193e3a5b6f425bf5_165836614.html,58.0
330,海淀 - 万树园,56.0,1室1厅,3/6,3800,http://m.fang.com/zf/bj/JHAGT_389388141_d0881edc44fdfd540d4b5e04e16d0a72_165616890.html,67.0
331,昌平 - 天通苑本五区,18.0,3室1厅,11/12,1000,http://m.fang.com/zf/bj/JHAGT_390387124_5d31deb909a192db3eaa9ad0daf075d3_165940199.html,55.0
332,通州 - 新光大中心公寓,60.0,1室1厅,20/41,3300,http://m.fang.com/zf/bj/JHAGT_390465384_aa7f5b852801c38c6724915e16e74f9d_162575913.html,55.0
333,朝阳 - 京旺家园,62.0,1室1厅,6/15,3800,http://m.fang.com/zf/bj/JHAGT_278813934_8bb473f6e4a6e74b934f0a0645614e50_163871912.html,61.0
334,朝阳 - 劲松七区,60.0,2室1厅,10/10,4000,http://m.fang.com/zf/bj/JHAGT_390800424_bd235fbea50f554c3a534125bb801041_165080471.html,66.0
335,丰台 - 芳古园一区,76.0,2室1厅,8/18,5100,http://m.fang.com/zf/bj/JHAGT_388309937_b935cc4f929cda273839aead77551d71_165928449.html,67.0
336,丰台 - 六里桥北里,66.0,2室1厅,3/6,4300,http://m.fang.com/zf/bj/JHAGT_387925490_9022e1972b05b9bfc20fd4a434d815aa_164488625.html,65.0
337,东城 - 新奥洋房,56.0,1室1厅,3/6,3400,http://m.fang.com/zf/bj/JHAGT_388309952_b05a8255aed54fdcb1c67b9cf7b5a5fc_165928449.html,60.0
338,朝阳 - 鸿博家园,57.0,1室2厅,15/17,3750,http://m.fang.com/zf/bj/JHAGT_390801033_30e4674355247eef4c4cef2f38a6ea8f_164722131.html,65.0
339,顺义 - 建新南区,57.0,2室1厅,4/6,3000,http://m.fang.com/zf/bj/JHAGT_390801214_8eaec8b329dc49db94ffbb3e2447a1cd_164216099.html,52.0
340,大兴 - 兴华家园,53.0,1室1厅,3/8,3000,http://m.fang.com/zf/bj/JHAGT_390549106_4f5ba293bb187f7453381aece3f1a4ae_165815784.html,56.0
341,丰台 - 西局玉园,65.0,1室1厅,6/26,4000,http://m.fang.com/zf/bj/JHAGT_388220416_fb89ba054dbd96d6f6befa309250f19b_165915869.html,61.0
342,丰台 - 福顺里小区,65.0,1室1厅,15/20,4100,http://m.fang.com/zf/bj/JHAGT_390036878_23b70f26d36e44eef7d5573d23451e26_165750713.html,63.0
343,顺义 - 中景江山赋,76.0,2室1厅,2/10,5000,http://m.fang.com/zf/bj/JHAGT_389230119_c5cb11bd86458b17071b2527948df1ec_165262089.html,65.0
344,海淀 - 椿楸家园,66.0,1室1厅,8/10,4100,http://m.fang.com/zf/bj/JHAGT_388917383_24a23322aec78585cece59ce62a40c6b_164363668.html,62.0
345,通州 - 新海北里,72.0,2室1厅,1/6,4000,http://m.fang.com/zf/bj/JHAGT_390801891_abf87013c61c459db2276a44dfeea962_165815784.html,55.0
346,朝阳 - 东泽园,70.0,2室1厅,13/29,4800,http://m.fang.com/zf/bj/JHAGT_390227821_7f2fae588f65255a6ebf46e89d83b265_165861912.html,68.0
347,丰台 - 南庭新苑,55.0,1室1厅,3/10,3600,http://m.fang.com/zf/bj/JHAGT_390625158_4439386ea7fd8e24f0ceede8dc95b68d_164679395.html,65.0
348,门头沟 - 熙旺中心伴山御景,46.0,1室1厅,18/28,3000,http://m.fang.com/zf/bj/JHAGT_390262492_86a132b280eb7f2e885eea17039d7d39_165853295.html,65.0
349,丰台 - 政馨园,30.0,3室1厅,9/20,2000,http://m.fang.com/zf/bj/JHAGT_390223881_c571d80e63546db2b6a5d3654e151246_160457855.html,66.0
350,顺义 - 西辛南区,40.0,1室1厅,3/6,2500,http://m.fang.com/zf/bj/JHAGT_390478477_ab74754f8c99e9a99f8e36fb91be2ec0_164218122.html,62.0
351,顺义 - 红杉一品,70.0,1室1厅,12/18,4000,http://m.fang.com/zf/bj/JHAGT_389027526_d66615c573433cc45a77c1b33d7602b1_165851465.html,57.0
352,朝阳 - 柏林爱乐,72.0,1室1厅,8/12,4900,http://m.fang.com/zf/bj/JHAGT_390221978_0d310906701baa126bce707812fdbc23_165845031.html,68.0
353,朝阳 - 松榆东里,70.0,2室1厅,3/6,4200,http://m.fang.com/zf/bj/JHAGT_389284038_f7647c23b467e82f046beec064fce17d_165682412.html,60.0
354,顺义 - 裕祥花园,75.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_388013242_1525d4b917ad0bef6ad03a6db3d2b456_165750897.html,60.0
355,顺义 - 观林阁,60.0,1室1厅,6/14,4000,http://m.fang.com/zf/bj/JHAGT_390225516_3948752667dfac760802ccfbc012f04f_165750897.html,66.0
356,丰台 - 北大街南里小区,70.0,2室1厅,3/6,4100,http://m.fang.com/zf/bj/JHAGT_389816913_c952cf226405d54e281718fbd7614ddf_165915722.html,58.0
357,石景山 - 八角南路小区,45.0,2室1厅,3/7,2300,http://m.fang.com/zf/bj/JHAGT_390534267_69a3051356fde6bba64f90b313456f9f_165948810.html,51.0
358,丰台 - 和义东里,60.0,2室1厅,1/6,3800,http://m.fang.com/zf/bj/JHAGT_390358901_935a30c24f7790440afe280e858bb3fa_164998856.html,63.0
359,朝阳 - 东坝福园,62.0,1室1厅,2/6,3600,http://m.fang.com/zf/bj/JHAGT_390803396_e62656763192ab8ee13a4659626531f3_165843098.html,58.0
360,丰台 - 韩庄子三里,65.0,2室1厅,6/6,4500,http://m.fang.com/zf/bj/JHAGT_388651782_3a286f4c7c2f93fdac2032597d892842_165159475.html,69.0
361,海淀 - 西山国际城,70.0,1室1厅,4/4,4500,http://m.fang.com/zf/bj/JHAGT_390803515_83840bfb135a96c4f4824e3e7d5aa33c_165272754.html,64.0
362,海淀 - 西山国际城,65.0,1室1厅,4/6,4500,http://m.fang.com/zf/bj/JHAGT_390803533_143f298a5b53285826e42f9775ce18d9_165272754.html,69.0
363,丰台 - 新华街六里,67.0,2室1厅,4/6,4300,http://m.fang.com/zf/bj/JHAGT_388643274_b61612822877960cb8fd9cb0d933a39a_165159475.html,64.0
364,丰台 - 富丰园,65.0,2室1厅,2/6,4500,http://m.fang.com/zf/bj/JHAGT_388643583_42332d8cd77030ebc8e68918c2dfb256_165159475.html,69.0
365,丰台 - 韩庄子西里,65.0,2室1厅,2/6,4500,http://m.fang.com/zf/bj/JHAGT_388643647_bc8ecea691b53955f2ee4dc0af6052b0_165159475.html,69.0
366,丰台 - 设计师广场,56.0,1室1厅,25/25,3700,http://m.fang.com/zf/bj/JHAGT_388644773_eb3c097638b53e746418282bf07d7495_165159475.html,66.0
367,通州 - 新光大中心公寓,60.0,1室1厅,14/29,3500,http://m.fang.com/zf/bj/JHAGT_390466618_9e82ceb9818b8819a872cee70dac098d_162575913.html,58.0
368,丰台 - 保温段小区,62.0,1室1厅,5/5,3500,http://m.fang.com/zf/bj/JHAGT_390015433_861575fa4e4a1796363682eac1345015_165929753.html,56.0
369,丰台 - 前泥洼,70.0,1室1厅,4/6,4000,http://m.fang.com/zf/bj/JHAGT_390343496_7ed4e0cbee503101f0a176ce4c79d21a_165929753.html,57.0
370,丰台 - 育仁里,59.0,2室1厅,3/6,4000,http://m.fang.com/zf/bj/JHAGT_390373056_939864189cb33b58941de92e94e5ee21_165929753.html,67.0
371,丰台 - 丰西北里,70.0,2室1厅,2/6,3600,http://m.fang.com/zf/bj/JHAGT_390461036_21d517369c8525a15c5bc6b6ab9dd231_165929753.html,51.0
372,丰台 - 育仁里,59.0,2室1厅,3/6,4000,http://m.fang.com/zf/bj/JHAGT_390014475_939864189cb33b58941de92e94e5ee21_165929753.html,67.0
373,丰台 - 前泥洼,70.0,1室1厅,4/6,4000,http://m.fang.com/zf/bj/JHAGT_390014628_7ed4e0cbee503101f0a176ce4c79d21a_165929753.html,57.0
374,丰台 - 韩庄子西里,69.0,1室1厅,3/22,4800,http://m.fang.com/zf/bj/JHAGT_390470162_4a68af53a0c58029d32026af5ee96449_165929753.html,69.0
375,丰台 - 富丰园,66.0,2室1厅,2/6,3800,http://m.fang.com/zf/bj/JHAGT_390768416_daae2c13590cdf49da2f718f04cec2fd_165929753.html,57.0
376,朝阳 - 翠成馨园,78.0,2室1厅,18/28,5200,http://m.fang.com/zf/bj/JHAGT_390468117_bace9d8608c1a4d12c7779c3cb660127_165886012.html,66.0
377,丰台 - 正邦嘉园一期,30.0,3室1厅,10/29,2000,http://m.fang.com/zf/bj/JHAGT_390804464_c9cca44a96922528a90f37b2f7396fb9_164540331.html,66.0
378,海淀 - 橙色年代,61.0,1室1厅,15/24,4000,http://m.fang.com/zf/bj/JHAGT_390804511_61f3e692c28d81ca5bfd9cca7bce046a_160196435.html,65.0
379,朝阳 - 京旺家园,60.0,1室1厅,5/11,3800,http://m.fang.com/zf/bj/JHAGT_379406224_9c71caac7139f66e9019205ae525bb06_163871912.html,63.0
380,海淀 - 橙色年代,61.0,1室1厅,15/24,4100,http://m.fang.com/zf/bj/JHAGT_390804531_61f3e692c28d81ca5bfd9cca7bce046a_160196435.html,67.0
381,朝阳 - 柏林爱乐,68.0,1室1厅,5/11,4300,http://m.fang.com/zf/bj/JHAGT_390595149_de434c47a434353175df43b06e5bb559_164641423.html,63.0
382,丰台 - 周庄子二期,65.0,1室1厅,20/28,4500,http://m.fang.com/zf/bj/JHAGT_390315275_dbaff50d9d00111bebb3f78539d7a228_164408413.html,69.0
383,东城 - 金桥国际公寓,70.0,1室1厅,13/23,4800,http://m.fang.com/zf/bj/JHAGT_389530895_227832299ed91e4cadee72432c61e281_165727315.html,68.0
384,东城 - 本家润园,65.0,1室1厅,2/23,4500,http://m.fang.com/zf/bj/JHAGT_389562045_84349ac191181a383adcf1fb76750007_165727315.html,69.0
385,通州 - 阿尔法社区,78.0,2室1厅,1/6,4800,http://m.fang.com/zf/bj/JHAGT_390633432_ad9e8ae7bc712139934e41090fa36c3b_165271951.html,61.0
386,顺义 - 后街花园,70.0,1室1厅,4/6,4200,http://m.fang.com/zf/bj/JHAGT_390179704_58f58aedfc27f6ddc7657abaf232dcee_165272703.html,60.0
387,大兴 - 珺悦国际,78.0,2室2厅,11/28,4100,http://m.fang.com/zf/bj/JHAGT_390612824_e982362f8fdb2c118ae3a95927e0a0f2_165946725.html,52.0
388,朝阳 - 松榆东里,55.0,1室1厅,5/12,3800,http://m.fang.com/zf/bj/JHAGT_389288416_12185b69e1118f3d6ab437447c6c4979_165682412.html,69.0
389,昌平 - 天通苑西二区,62.0,2室1厅,3/18,4200,http://m.fang.com/zf/bj/JHAGT_389017675_4b963f0a8b1959bfd827ce17761a5002_165630776.html,67.0
390,朝阳 - 绣菊园,72.0,1室1厅,19/25,5000,http://m.fang.com/zf/bj/JHAGT_389977637_e38869792c2567d6302a201a37f8de3d_164685476.html,69.0
391,顺义 - 怡馨家园,47.0,1室1厅,9/18,2700,http://m.fang.com/zf/bj/JHAGT_387622762_9ce5cd119debf1fe196a519292ed6363_164012116.html,57.0
392,朝阳 - 高家园三区,60.0,2室1厅,11/16,3800,http://m.fang.com/zf/bj/JHAGT_390599972_957f253168a09d0a12f1493fbf1063b4_165881656.html,63.0
393,顺义 - 西辛北区,60.0,2室1厅,3/6,3800,http://m.fang.com/zf/bj/JHAGT_390113293_2a42cfb2f9d713b03d7fa65ffa6e9274_163456996.html,63.0
394,顺义 - 翼之城公寓,48.0,1室1厅,15/16,3200,http://m.fang.com/zf/bj/JHAGT_390805479_fba91f53f61b3ff3f5cbb101460ff3b6_165243179.html,66.0
395,朝阳 - 白家庄东里,70.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_389456251_833f4245ff642427979ea761b4f10eba_164693114.html,64.0
396,丰台 - 角门东里,67.0,2室1厅,1/6,3900,http://m.fang.com/zf/bj/JHAGT_390805516_612e97a0884806d94297c216edf35e1d_162087304.html,58.0
397,丰台 - 角门东里,65.0,2室1厅,1/6,4200,http://m.fang.com/zf/bj/JHAGT_390805504_32c652dc823fcc4d305ca2f2a340f1c2_162087304.html,64.0
398,丰台 - 芳古园一区,76.0,2室1厅,8/18,5100,http://m.fang.com/zf/bj/JHAGT_379422360_b935cc4f929cda273839aead77551d71_165334029.html,67.0
399,朝阳 - 金隅悦和园,56.0,1室1厅,15/29,3800,http://m.fang.com/zf/bj/JHAGT_390805937_010bdbc0caef3bcecdddadb21e87e506_165861912.html,67.0
400,朝阳 - 超级蜂巢,45.0,1室1厅,4/14,2300,http://m.fang.com/zf/bj/JHAGT_389194290_4d1f8aa88f82cbd1c3bf6b37ae2f4583_165097096.html,51.0
401,大兴 - 上海沙龙,56.0,1室1厅,6/9,3800,http://m.fang.com/zf/bj/JHAGT_390806035_8ceea51af963119da683eccb66531862_164258162.html,67.0
402,海淀 - 西山国际城,70.0,1室1厅,3/6,4000,http://m.fang.com/zf/bj/JHAGT_389344936_c03b9557cd8316353decab9967675f26_164005097.html,57.0
403,大兴 - 金融街融汇,55.0,1室1厅,8/21,3500,http://m.fang.com/zf/bj/JHAGT_389699097_685a1cf51076a68e1d8c6f97ef4104b5_165928617.html,63.0
404,朝阳 - 绿岛苑,75.0,2室1厅,11/24,4600,http://m.fang.com/zf/bj/JHAGT_389606248_df601d869f0529caddd138ceac7d112e_165110634.html,61.0
405,朝阳 - 通惠家园惠泽园,65.0,1室1厅,14/28,4300,http://m.fang.com/zf/bj/JHAGT_390748828_b4ba384c2da36e17709d2142b099f0f5_163516259.html,66.0
406,丰台 - 望园东里,65.0,1室1厅,17/29,4500,http://m.fang.com/zf/bj/JHAGT_388466838_6332761cfb69b668f52a69bc0e20521b_165915889.html,69.0
407,朝阳 - 松榆西里,25.0,2室1厅,11/28,1700,http://m.fang.com/zf/bj/JHAGT_387463606_fa80573bbd4764d1b3c5ebe23de7af3f_164458698.html,68.0
408,顺义 - 后街花园,70.0,1室1厅,5/6,4200,http://m.fang.com/zf/bj/JHAGT_389670462_58f58aedfc27f6ddc7657abaf232dcee_165272703.html,60.0
409,顺义 - 东亚创展国际,62.0,1室1厅,6/13,4000,http://m.fang.com/zf/bj/JHAGT_389991393_7d89dd17f62495938e7934a339afab9c_165272703.html,64.0
410,大兴 - 云龙家园,70.0,1室1厅,2/6,4500,http://m.fang.com/zf/bj/JHAGT_389996216_a69bc5481b3704d7da05a81f5c9bd139_165751104.html,64.0
411,大兴 - 好景国际,46.0,1室1厅,3/15,3000,http://m.fang.com/zf/bj/JHAGT_390697412_95e654d234f48f7f7a3a92ee873f6a6a_164600380.html,65.0
412,朝阳 - 金泰丽富嘉园,62.0,1室1厅,5/16,4000,http://m.fang.com/zf/bj/JHAGT_390174761_898561f426240448c6911e3bf41ebb26_165861912.html,64.0
413,顺义 - 当代北辰悦MOMA,70.0,2室1厅,9/15,3800,http://m.fang.com/zf/bj/JHAGT_390803170_4649ec617576259e41ee33e0551e9609_163456996.html,54.0
414,丰台 - 莲怡园一区,78.0,2室1厅,10/20,4200,http://m.fang.com/zf/bj/JHAGT_389427094_c7ca14354421ffe21b7ffa5e129ddc4c_165782816.html,53.0
415,丰台 - 六里桥10号院,55.0,1室1厅,3/6,3300,http://m.fang.com/zf/bj/JHAGT_389427115_ecc018a6bc78a6814e22450e5540ab73_165782816.html,60.0
416,丰台 - 靛厂锦园,65.0,1室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_389427119_97eb40184f120eebc3a78d48f8bec0f2_165782816.html,69.0
417,昌平 - 名佳花园三区,65.0,1室1厅,5/6,3500,http://m.fang.com/zf/bj/JHAGT_390736268_9477063aa657275c6b52afd0dcaf1d0e_165903493.html,53.0
418,顺义 - 吉祥雅筑,60.0,1室1厅,12/16,3800,http://m.fang.com/zf/bj/JHAGT_390762042_bdb4f7a52eff8d8807435fe779c47e57_165880553.html,63.0
419,昌平 - 名佳花园一区,74.0,2室2厅,2/6,4200,http://m.fang.com/zf/bj/JHAGT_390742465_62dcb3b607d0b8bdcd3d2d1724524cb3_165321380.html,56.0
420,朝阳 - 周庄嘉园,60.0,1室1厅,12/25,3650,http://m.fang.com/zf/bj/JHAGT_390759098_ce28338523d931fca221393211e323e6_165631644.html,60.0
421,昌平 - 天通苑本三区,67.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_390664370_94b1f2319ba799de00a0f3cb220c5c81_160142805.html,67.0
422,朝阳 - 松榆东里,65.0,2室1厅,3/6,3600,http://m.fang.com/zf/bj/JHAGT_388560757_8b0a70866e4c4ea3e41c52b08161d9b3_165928804.html,55.0
423,石景山 - 依翠园,66.0,2室1厅,5/6,4600,http://m.fang.com/zf/bj/JHAGT_389533581_658c3c651b49251ce743805373d2fd48_165689596.html,69.0
424,通州 - 京贸国际城,50.0,1室1厅,1/30,2900,http://m.fang.com/zf/bj/JHAGT_388201245_6a799eef1a37a6fa05a4952854b42e42_165852997.html,58.0
425,大兴 - 云龙家园,70.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_390102289_f04302676b2c248a91f806724c7d6fc4_165806650.html,64.0
426,西城 - 广外车站西街15号院,70.0,2室1厅,1/1,4800,http://m.fang.com/zf/bj/JHAGT_388392503_0b58a82220b5fbf6e257e7a7f81593c2_165833272.html,68.0
427,顺义 - 东亚创展国际,60.0,1室1厅,8/13,3600,http://m.fang.com/zf/bj/JHAGT_390809562_11c9e0a018452195e4fc481c7a2a67ee_160524379.html,60.0
428,顺义 - 义宾北区,64.0,2室1厅,3/6,4000,http://m.fang.com/zf/bj/JHAGT_390246103_aeebea0d751cbafd04fff09ff972d51d_165121142.html,62.0
429,朝阳 - 高家园三区,66.0,1室1厅,7/7,4500,http://m.fang.com/zf/bj/JHAGT_390737598_f260da2bb5762e8c6ee0bfcab1e83ef4_164785543.html,68.0
430,朝阳 - 保利嘉园,78.0,1室1厅,12/25,4300,http://m.fang.com/zf/bj/JHAGT_390786064_0ac76d91a1602f85c4f12bb1cd571177_164988617.html,55.0
431,顺义 - 仓上小区,20.0,1室1厅,6/6,1300,http://m.fang.com/zf/bj/JHAGT_390480865_694e5bbb898c1c4b3f77b348cd287d4d_163649345.html,65.0
432,东城 - 忠实里小区,68.0,1室1厅,6/23,4700,http://m.fang.com/zf/bj/JHAGT_389022818_c456c9e98549972677e70d0c875b2cb6_165727315.html,69.0
433,东城 - 花市枣苑,70.0,1室1厅,13/20,4700,http://m.fang.com/zf/bj/JHAGT_389155670_d44a0d8aeee4ec9d4086edffbd9e7f21_165727315.html,67.0
434,大兴 - 庑殿家苑,50.0,1室,5/12,3300,http://m.fang.com/zf/bj/JHAGT_385632701_2fdb087fc1348772a6a9e95f65c7cbc2_165872889.html,66.0
435,大兴 - 清欣园,72.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_385984668_410f927b4d23bc638812dcea13797afe_165872889.html,62.0
436,大兴 - 庑殿家苑,60.0,1室1厅,16/18,4000,http://m.fang.com/zf/bj/JHAGT_390312870_fdcd1556e66c4dd6e57e9974f43e3177_165872889.html,66.0
437,朝阳 - 晨光家园,79.0,1室1厅,3/28,5100,http://m.fang.com/zf/bj/JHAGT_389602501_ab3bc272909fb2c51f2e7a5fd1d5d116_164999509.html,64.0
438,顺义 - 三山新新家园,74.0,2室1厅,2/6,4300,http://m.fang.com/zf/bj/JHAGT_390302604_b3e00a2ebae58afaaba8bbb0d2fc04ec_164592715.html,58.0
439,丰台 - 大成路24号院,60.0,1室1厅,6/6,4000,http://m.fang.com/zf/bj/JHAGT_390811031_2edc3af163c528362cd5357a8b2c2e20_165246804.html,66.0
440,大兴 - 众美MIMO公馆,33.0,1室1厅,4/5,2000,http://m.fang.com/zf/bj/JHAGT_388947135_260c805468be92c0deee8e5229af7df7_164597714.html,60.0
441,朝阳 - 松榆里小区,56.0,1室1厅,9/21,3700,http://m.fang.com/zf/bj/JHAGT_389266776_ebbb24820d11f41aa70d870d344aa254_164162274.html,66.0
442,石景山 - 古城北路小区,65.0,2室1厅,3/6,4400,http://m.fang.com/zf/bj/JHAGT_390599786_ae4e521a05a400eb931cc9ac07b407a4_160524794.html,67.0
443,大兴 - 众美MIMO公馆,30.0,1室1厅,2/5,1600,http://m.fang.com/zf/bj/JHAGT_388949380_3867e70918f01cb63377d4ddae2e4430_164597714.html,53.0
444,朝阳 - 双惠苑,65.0,1室1厅,1/6,4500,http://m.fang.com/zf/bj/JHAGT_390258141_64ef899da1f16d27d599497455adb855_165177830.html,69.0
445,通州 - 翠屏南里,12.0,3室1厅,1/6,800,http://m.fang.com/zf/bj/JHAGT_389984109_44c74b82712b6235eb29ef7742ab1266_163946737.html,66.0
446,通州 - 鑫苑小区,15.0,1室1厅,5/6,800,http://m.fang.com/zf/bj/JHAGT_389984401_4ad905f663fdbb386e5415ce35cb599c_163946737.html,53.0
447,通州 - 旅游新村,16.0,3室1厅,5/6,1100,http://m.fang.com/zf/bj/JHAGT_389984428_754713e32b29ad7513e67871df31a0b1_163946737.html,68.0
448,通州 - 葵花社,16.0,3室1厅,12/12,850,http://m.fang.com/zf/bj/JHAGT_389984502_27b9e310a31a2c9b146e5750c9bddd4b_163946737.html,53.0
449,朝阳 - 弘善家园,59.0,1室1厅,3/6,4000,http://m.fang.com/zf/bj/JHAGT_389915022_1192c348509362bb9407c348ed131660_164458698.html,67.0
450,房山 - 长阳半岛,44.0,1室1厅,8/9,2300,http://m.fang.com/zf/bj/JHAGT_389967046_012b1ce961ea90088b647a71e5098c41_165893111.html,52.0
451,房山 - 长阳半岛,68.0,2室1厅,2/9,4000,http://m.fang.com/zf/bj/JHAGT_389967964_e23470ea800a5dc628f24062fd1716c5_165893111.html,58.0
452,丰台 - 韩庄子西里,70.0,1室1厅,3/22,4800,http://m.fang.com/zf/bj/JHAGT_390735277_dbf5d934079c8ea6e05a6ee0543c45de_165112321.html,68.0
453,大兴 - 黄村西里,55.0,1室1厅,4/5,3300,http://m.fang.com/zf/bj/JHAGT_389649297_f3d9a561f06324ad69f68f589f5120f1_165925503.html,60.0
454,大兴 - 泰中花园,70.0,1室1厅,14/18,4000,http://m.fang.com/zf/bj/JHAGT_389649447_45424b2cfdd288caf1707a73c7aed628_165925503.html,57.0
455,丰台 - 顶秀金瑞家园,25.0,3室1厅,15/23,1700,http://m.fang.com/zf/bj/JHAGT_390626820_23498d846907673968880794f330370f_165333257.html,68.0
456,朝阳 - 翠成馨园,72.0,2室1厅,25/25,4300,http://m.fang.com/zf/bj/JHAGT_390019151_27e87c35764d7f6831f9c4a15244142f_165823685.html,59.0
457,朝阳 - 双龙南里,70.0,2室1厅,3/6,4500,http://m.fang.com/zf/bj/JHAGT_390076539_52c60ef847a8d884c1d865f04e50c911_165926441.html,64.0
458,丰台 - 丽泽景园,65.0,1室1厅,12/28,4400,http://m.fang.com/zf/bj/JHAGT_389971801_2e5dbb61bcb82bc3eccbcc3e06bb5d1b_165804033.html,67.0
459,丰台 - 前泥洼,70.0,2室1厅,4/6,4300,http://m.fang.com/zf/bj/JHAGT_390783677_3bc0c6b08c1b4a4e630ab01afeac9c08_164408417.html,61.0
460,丰台 - 丽泽景园,65.0,1室1厅,12/28,4300,http://m.fang.com/zf/bj/JHAGT_390086689_2e5dbb61bcb82bc3eccbcc3e06bb5d1b_165804033.html,66.0
461,昌平 - 鲁疃嘉园,60.0,1室1厅,6/11,3200,http://m.fang.com/zf/bj/JHAGT_389262609_694c9fec8b9659efef3c0e21cce8ed3c_165938285.html,53.0
462,海淀 - 永旺家园,78.0,2室1厅,3/15,4800,http://m.fang.com/zf/bj/JHAGT_389418056_d12f35f9c24566e2e0ab0ec82be9f517_162946971.html,61.0
463,海淀 - 永达逸家,58.0,1室1厅,13/15,4000,http://m.fang.com/zf/bj/JHAGT_388538127_8308ee814c60c5a1a7430d0264e8249c_160253023.html,68.0
464,丰台 - 南开西里,55.0,1室1厅,3/6,3600,http://m.fang.com/zf/bj/JHAGT_390473456_9d3dfb8c043f0bfffad042de9b9e37dc_165643301.html,65.0
465,顺义 - 东亚创展国际,61.0,1室1厅,3/13,3800,http://m.fang.com/zf/bj/JHAGT_389893705_541c239be0b770223b447efd1a87ebac_165880553.html,62.0
466,通州 - 苏荷时代,45.0,1室1厅,5/22,3000,http://m.fang.com/zf/bj/JHAGT_390748446_051919a95b92b3554a0d946dd36809c8_163489793.html,66.0
467,昌平 - 天通苑东三区,30.0,3室1厅,9/18,1800,http://m.fang.com/zf/bj/JHAGT_390384317_b1419b1d087f35b7aa0c243ebb8f0ae2_165940199.html,60.0
468,朝阳 - 姚家园东里,65.0,1室1厅,2/9,4500,http://m.fang.com/zf/bj/JHAGT_387694760_ba69ef068f2091e5d29526a17728d43e_160499973.html,69.0
469,丰台 - 政馨园,25.0,3室1厅,15/23,1700,http://m.fang.com/zf/bj/JHAGT_390750757_dff4bb1185564c2c1349bbaf2bc7eb6d_165333257.html,68.0
